Object ID,Predicate,Period
19288,年代,ah 417/1026 ce和1064年至1066年之间
19289,年代,11-12世纪
19290,年代,可能是8-12世纪
19291,年代,九世纪
19292,年代,9世纪至10世纪
19293,年代,大约1550年至1970年
19294,年代,可能是10世纪
19295,年代,可能是10世纪
19296,年代,约1770年
19297,年代,约1605年
19298,年代,约1605年
19299,年代,约1605年
19300,年代,约1605年
19301,年代,13世纪末至14世纪
19302,年代,16世纪
19303,年代,9世纪至10世纪
19304,年代,9世纪至10世纪
19305,年代,9世纪至10世纪
19306,年代,9世纪至10世纪
19307,年代,9世纪至10世纪
19308,年代,9世纪至10世纪
19309,年代,9世纪至10世纪
19310,年代,8-13世纪
19311,年代,8-13世纪
19312,年代,可能是8-12世纪
19313,年代,9世纪至10世纪
19314,年代,8-13世纪
19315,年代,十四世纪
19316,年代,日期：公元前822年/1419年-20年
19317,年代,大约1430年
19318,年代,大约1430年
19319,年代,大约1430年
19320,年代,17世纪第一季度
19321,年代,9世纪至10世纪
19322,年代,9世纪至10世纪
19323,年代,9世纪至10世纪
19324,年代,9世纪至10世纪
19325,年代,9世纪至10世纪
19326,年代,9世纪至10世纪
19327,年代,9世纪至10世纪
19328,年代,9世纪至10世纪
19329,年代,9世纪至10世纪
19330,年代,9世纪至10世纪
19331,年代,9世纪至10世纪
19332,年代,9世纪至10世纪
19333,年代,9世纪至10世纪
19334,年代,9世纪至10世纪
19335,年代,9世纪至10世纪
19336,年代,9世纪至10世纪
19337,年代,9世纪至10世纪
19338,年代,9世纪至10世纪
19339,年代,9世纪至10世纪
19340,年代,9世纪至10世纪
19341,年代,9世纪至10世纪
19342,年代,8-10世纪
19343,年代,9世纪至10世纪
19344,年代,9世纪至10世纪
19345,年代,9世纪至10世纪
19346,年代,9世纪至10世纪
19347,年代,9世纪至10世纪
19348,年代,9-11世纪
19349,年代,9-11世纪
19350,年代,19世纪末至20世纪初
19351,年代,20世纪中期
19352,年代,19世纪末至20世纪初
19353,年代,19世纪末至20世纪初
19354,年代,19世纪末至20世纪初
19355,年代,19世纪末至20世纪初
19356,年代,19世纪末至20世纪初
19357,年代,19世纪末至20世纪初
19358,年代,20世纪
19359,年代,9世纪至10世纪
19360,年代,8-9世纪
19361,年代,9世纪初
19362,年代,9-12世纪
19363,年代,日期：公元前522年
19364,年代,十二世纪
19365,年代,9世纪至10世纪
19366,年代,8-13世纪
19367,年代,8-13世纪
19368,年代,8-13世纪
19369,年代,8-13世纪
19370,年代,8-10世纪
19371,年代,13世纪上半叶
19372,年代,8-13世纪
19373,年代,九世纪
19374,年代,18-19世纪
19375,年代,1872
19376,年代,9-11世纪
19377,年代,19世纪末至20世纪初
19378,年代,19世纪末至20世纪初
19379,年代,19世纪末至20世纪初
19380,年代,日期：公元364年/974年-75年
19381,年代,日期：公元373年/983年-84年
19382,年代,3啊/九？
19383,年代,日期：公元370年/980年
19384,年代,日期376 ah/986°C
19385,年代,日期334年/945年
19386,年代,日期：公元367年/977年-78年
19387,年代,日期376 ah/986°C
19388,年代,日期376 ah/986°C
19389,年代,日期：公元前189年/804年-5月
19390,年代,日期：公元958年至公元59年，公元348年
19391,年代,37啊/98?
19392,年代,372啊/982?
19393,年代,日期376 ah/986°C
19394,年代,日期：公元374年/894年
19395,年代,日期：公元374年/984年
19396,年代,日期375年/985年
19397,年代,37啊/98?
19398,年代,日期：公元前354年/965年
19399,年代,日期：公元966年355年
19400,年代,日期：公元377年/987年
19401,年代,日期375年/985年
19402,年代,日期375年/985年
19403,年代,日期375年/985年
19404,年代,967-78
19405,年代,日期376 ah/986°C
19406,年代,日期：公元374年/984年
19407,年代,374啊/984?
19408,年代,日期：公元377年/987年
19409,年代,37啊/98?
19410,年代,日期：公元377年/987年
19411,年代,日期376 ah/986°C
19412,年代,日期：公元363年/974年
19413,年代,日期376 ah/986°C
19414,年代,日期375年/985年
19415,年代,日期375年/985年
19416,年代,日期：公元前337年/949年
19417,年代,日期：公元364年/974年-75年
19418,年代,日期：公元377年/987年
19419,年代,日期：公元377年/987年
19420,年代,日期375年/985年
19421,年代,日期375年/985年
19422,年代,日期：公元975年，公元365年
19423,年代,日期：公元374年/984年
19424,年代,日期：公元377年/987年
19425,年代,日期375年/985年
19426,年代,日期375年/985年
19427,年代,日期376 ah/986°C
19428,年代,日期375年/985年
19429,年代,日期375年/985年
19430,年代,日期376 ah/986°C
19431,年代,日期：公元976年，公元366年
19432,年代,日期375年/985年
19433,年代,日期：公元955年，公元344年
19434,年代,日期375年/985年
19435,年代,日期375年/985年
19436,年代,日期：公元374年/984年
19437,年代,日期36小时/97?
19438,年代,日期：公元377年/987年
19439,年代,日期376 ah/986°C
19440,年代,日期375年/985年
19441,年代,日期376 ah/986°C
19442,年代,日期：公元377年/987年
19443,年代,37啊/98?
19444,年代,977-82
19445,年代,日期：公元363年/973年
19446,年代,976-83
19447,年代,967-78
19448,年代,日期：公元373年/983年
19449,年代,日期375年/985年
19450,年代,日期375年/985年
19451,年代,日期：公元373年/983年
19452,年代,977-82
19453,年代,37啊/98?
19454,年代,日期：公元374年/984年
19455,年代,363啊/973?
19456,年代,日期：公元前369年/979年
19457,年代,日期：公元364年/974年-75年
19458,年代,日期：公元364年/974年-75年
19459,年代,日期：公元367年/977年
19460,年代,日期：公元360年/370年
19461,年代,日期：公元367年/977年-78年
19462,年代,949–76
19463,年代,日期：公元951年，公元340年
19464,年代,日期：公元前337年/949年
19465,年代,日期：公元前953年，公元342年
19466,年代,日期：公元363年/973年
19467,年代,日期：公元368年/978年
19468,年代,日期：公元363年/973年
19469,年代,日期376 ah/986°C
19470,年代,日期376 ah/986°C
19471,年代,日期375年/985年
19472,年代,日期376 ah/986°C
19473,年代,日期376 ah/986°C
19474,年代,日期376 ah/986°C
19475,年代,日期376 ah/986°C
19476,年代,日期：公元364年/974年
19477,年代,日期376 ah/986°C
19478,年代,日期：公元373年/983年
19479,年代,日期376 ah/986°C
19480,年代,日期376 ah/986°C
19481,年代,日期：公元373年/983年
19482,年代,日期：公元372年/982年
19483,年代,日期：公元370年/980年
19484,年代,977-82
19485,年代,日期：公元前369年/979年
19486,年代,日期：公元371年/981年
19487,年代,日期为公元367年或369年/公元977年或979年
19488,年代,日期：公元370年/980年
19489,年代,日期：公元370年/980年
19490,年代,日期：公元975年，公元365年
19491,年代,十世纪
19492,年代,日期：公元367年/977年
19493,年代,977-82
19494,年代,日期：公元367年/977年-78年
19495,年代,37啊/98?
19496,年代,977-82
19497,年代,日期：公元372年/982年
19498,年代,37啊/98?
19499,年代,日期：公元前369年/979年
19500,年代,977-82
19501,年代,983–97
19502,年代,37啊/98?
19503,年代,977-82
19504,年代,日期：公元375年/985年-86年
19505,年代,十世纪
19506,年代,日期36小时/97?
19507,年代,日期：公元前369年/979年
19508,年代,日期：公元367年/977年
19509,年代,日期376 ah/986°C
19510,年代,977-82
19511,年代,976-83
19512,年代,37啊/98?
19513,年代,日期375年/985年
19514,年代,37啊/98?
19515,年代,37啊/98?
19516,年代,日期：公元前947年，公元335年
19517,年代,976–97
19518,年代,977-82
19519,年代,日期：公元375年/985年-86年
19520,年代,日期：公元367年/979年
19521,年代,日期3小时/九？
19522,年代,37啊/98?
19523,年代,970–97
19524,年代,日期375年/985年
19525,年代,日期375年/985年
19526,年代,日期376 ah/986°C
19527,年代,1030–74
19528,年代,560–628
19529,年代,718-814
19530,年代,日期：公元765年，公元148年
19531,年代,767–75
19532,年代,5-14世纪
19533,年代,8世纪末
19534,年代,758-68
19535,年代,4啊？四个？
19536,年代,5-14世纪
19537,年代,8-9世纪
19538,年代,141-50小时/758-68分钟
19539,年代,5-14世纪
19540,年代,141-50小时/758-68分钟
19541,年代,153小时/770摄氏度
19542,年代,8-9世纪
19543,年代,8世纪中叶
19544,年代,日期493年/1099年
19545,年代,日期：公元764年，公元147年
19546,年代,5-14世纪
19547,年代,5-14世纪
19548,年代,日期：公元前768年，公元151年
19549,年代,153小时/770摄氏度
19550,年代,八世纪
19551,年代,5-14世纪
19552,年代,可能是8-9世纪
19553,年代,可能是8世纪
19554,年代,8-9世纪
19555,年代,141-50小时/758-68分钟
19556,年代,366–87小时/976–97摄氏度
19557,年代,8-9世纪
19558,年代,5-14世纪
19559,年代,160–63小时/776–79摄氏度
19560,年代,可能是8-9世纪
19561,年代,422-67小时/1030-74秒
19562,年代,5-14世纪
19563,年代,可能是8-9世纪
19564,年代,大概770
19565,年代,大概174年/790年
19566,年代,5-14世纪
19567,年代,日期：公元前153年/770年
19568,年代,可能是8-9世纪
19569,年代,可能是11世纪
19570,年代,13-14世纪
19571,年代,日期：公元前137年/754年
19572,年代,大概158-70年/763-86年
19573,年代,144小时/761次
19574,年代,366–87小时/976–97摄氏度
19575,年代,998–1030
19576,年代,5-14世纪
19577,年代,758-68
19578,年代,日期：公元前347年/958年
19579,年代,可能是8-9世纪
19580,年代,8世纪末
19581,年代,204小时/820摄氏度
19582,年代,日期：公元前358年/969年
19583,年代,153小时/770摄氏度
19584,年代,大概153小时/770秒
19585,年代,141-50小时/758-68分钟
19586,年代,8世纪中叶
19587,年代,大概758-68
19588,年代,可能是8世纪
19589,年代,8-9世纪
19590,年代,日期：公元806年，公元191年
19591,年代,5-14世纪
19592,年代,139-48小时/757-66秒
19593,年代,131小时/748美分
19594,年代,可能是8-9世纪
19595,年代,8-9世纪
19596,年代,不确定，可能488-590
19597,年代,公元前131年/749年
19598,年代,144小时/761次
19599,年代,718-814
19600,年代,757-66
19601,年代,819-1005
19602,年代,8-9世纪
19603,年代,11世纪末至13世纪初
19604,年代,101-201小时/719-816小时
19605,年代,8-9世纪
19606,年代,日期：公元773年，公元156年
19607,年代,日期：公元762年，公元145年
19608,年代,8世纪中叶
19609,年代,日期：公元1285年/公元1869年
19610,年代,公元前131年/749年
19611,年代,日期：公元730年/1330年
19612,年代,可能是13-14世纪
19613,年代,可能是13-14世纪
19614,年代,1785–1925
19615,年代,日期：公元1046年/1636年
19616,年代,日期：公元771年，公元154年
19617,年代,1169–1260
19618,年代,日期：公元767年，公元150年
19619,年代,日期：公元前790年，公元174年
19620,年代,日期：公元776年，公元160年
19621,年代,日期：公元前753年，公元136年
19622,年代,日期：公元1204年6月1日
19623,年代,211–241
19624,年代,日期：公元733年/1332年
19625,年代,日期：公元384年/994年
19626,年代,596-616啊/1199-1219 ce
19627,年代,日期：公元前768年，公元151年
19628,年代,日期：公元915年3月3日
19629,年代,158–69小时/774–85摄氏度
19630,年代,日期：公元前358年/969年
19631,年代,1785–1925
19632,年代,16-17世纪
19633,年代,16-17世纪
19634,年代,1785–1925
19635,年代,1785–1925
19636,年代,大概759-76ah/1357-74ce
19637,年代,5-14世纪
19638,年代,可能是8世纪
19639,年代,366–87小时/976–97摄氏度
19640,年代,718-814
19641,年代,可能是8-9世纪
19642,年代,8-9世纪
19643,年代,日期：公元前790年，公元174年
19644,年代,日期：公元801年1月185日
19645,年代,5-14世纪
19646,年代,5-14世纪
19647,年代,5-14世纪
19648,年代,可能是10世纪
19649,年代,可能是10世纪
19650,年代,819-1005
19651,年代,9-11世纪
19652,年代,大概324-440小时/935-1048秒
19653,年代,758-68
19654,年代,5-14世纪
19655,年代,日期：公元前156年/773年-74年
19656,年代,可能是387年/997年
19657,年代,可能是8-9世纪
19658,年代,日期：公元749年，公元131年
19659,年代,10-14世纪
19660,年代,141-54小时/758-68小时
19661,年代,5-14世纪
19662,年代,198-202小时/813-17小时
19663,年代,776–85
19664,年代,日期：公元前756年，公元139年
19665,年代,日期：公元780年，公元164年
19666,年代,174小时/790摄氏度
19667,年代,141-50小时/758-68分钟
19668,年代,八世纪
19669,年代,日期：公元386年/996年
19670,年代,可能是13世纪
19671,年代,141-50小时/758-68分钟
19672,年代,8-9世纪
19673,年代,716-36小时/1316-35小时
19674,年代,5-14世纪
19675,年代,9-11世纪
19676,年代,9世纪至14世纪
19677,年代,可能是12世纪
19678,年代,141-50小时/758-68分钟
19679,年代,大约797年
19680,年代,8-9世纪
19681,年代,8-9世纪
19682,年代,日期：公元204年/820年
19683,年代,141-50小时/758-68分钟
19684,年代,596-616啊/1199-1219 ce
19685,年代,可能是10世纪
19686,年代,10-11世纪
19687,年代,716-36小时/1316-35小时
19688,年代,8-9世纪
19689,年代,718-814
19690,年代,日期：公元805年，公元189年
19691,年代,日期：公元805年，公元189年
19692,年代,日期：公元前277年/890年
19693,年代,5-14世纪
19694,年代,日期：公元806年，公元191年
19695,年代,日期：公元764年，公元147年
19696,年代,日期：公元878年，公元264年
19697,年代,158–69小时/774–85摄氏度
19698,年代,可能是8-9世纪
19699,年代,日期：公元204年/820年
19700,年代,8-9世纪
19701,年代,758-68
19702,年代,758-68
19703,年代,141-50小时/758-68分钟
19704,年代,大约797年
19705,年代,758-68
19706,年代,174小时/790摄氏度
19707,年代,11世纪末至13世纪初
19708,年代,8-9世纪
19709,年代,718-814
19710,年代,不确定的
19711,年代,8-9世纪
19712,年代,日期：公元759年，公元142年
19713,年代,596-616啊/1199-1219 ce
19714,年代,日期：公元773年，公元156年
19715,年代,159–60小时/775–76摄氏度
19716,年代,724-743
19717,年代,174小时/790摄氏度
19718,年代,654-754小时/1256-1353次
19719,年代,可能是8-9世纪
19720,年代,8-13世纪
19721,年代,11世纪末至13世纪初
19722,年代,8-13世纪
19723,年代,8-13世纪
19724,年代,可能是8-12世纪
19725,年代,十三世纪
19726,年代,未知
19727,年代,8-13世纪
19728,年代,8-13世纪
19729,年代,8-13世纪
19730,年代,8-13世纪
19731,年代,8-13世纪
19732,年代,8-13世纪
19733,年代,8-13世纪
19734,年代,可能是12世纪
19735,年代,可能是12世纪
19736,年代,1851–53
19737,年代,1912
19738,年代,1906
19739,年代,约1644-83年
19740,年代,1764–88
19741,年代,13世纪初
19742,年代,1644–1911
19743,年代,约18世纪
19744,年代,19世纪
19745,年代,19世纪至20世纪初
19746,年代,19世纪末至20世纪初
19747,年代,1403–24
19748,年代,可能是19世纪
19749,年代,7世纪末至8世纪上半叶
19750,年代,13-14世纪
19751,年代,约13世纪
19752,年代,12-13世纪
19753,年代,13-14世纪
19754,年代,12-13世纪
19755,年代,13-14世纪
19756,年代,约13世纪
19757,年代,约13世纪
19758,年代,可能是13世纪
19759,年代,13-14世纪
19760,年代,16-17世纪
19761,年代,1662–1722
19762,年代,13世纪末至14世纪初
19763,年代,1662–1722
19764,年代,1662–1722
19765,年代,1662–1722
19766,年代,1662–1722
19767,年代,1662–1722
19768,年代,1662–1722
19769,年代,1662–1722
19770,年代,18世纪
19771,年代,18世纪
19772,年代,可能是18世纪
19773,年代,约18世纪末
19774,年代,约18世纪末
19775,年代,19世纪
19776,年代,可能是19世纪
19777,年代,约1644-83年
19778,年代,1662–1722
19779,年代,1662–1722
19780,年代,1662–1722
19781,年代,约17世纪末
19782,年代,约1740年（茶壶）；18世纪末（飞碟）
19783,年代,19世纪
19784,年代,1662–1722
19785,年代,19世纪
19786,年代,18世纪
19787,年代,18世纪
19788,年代,1662–1722
19789,年代,1821–50
19790,年代,1662–1722
19791,年代,1662–1722
19792,年代,1662–1722
19793,年代,1662–1722
19794,年代,20世纪初
19795,年代,19世纪末至20世纪初
19796,年代,19世纪末至20世纪初
19797,年代,19世纪
19798,年代,19世纪末至20世纪初
19799,年代,可能是18世纪
19800,年代,1662–1722
19801,年代,1662–1722
19802,年代,13-14世纪（或更晚）
19803,年代,可能是19世纪
19804,年代,1662–1722
19805,年代,1662–1722
19806,年代,1662–1772
19807,年代,大约1780年至1790年
19808,年代,14世纪上半叶
19809,年代,12-13世纪
19810,年代,13-14世纪
19811,年代,13-14世纪
19812,年代,11-12世纪
19813,年代,约13世纪
19814,年代,可能是18世纪
19815,年代,14世纪末至15世纪初
19816,年代,未知
19817,年代,1662–1722
19818,年代,1662–1722
19819,年代,1662–1722
19820,年代,1662–1722
19821,年代,1662–1722
19822,年代,19世纪
19823,年代,1662–1722
19824,年代,可能是18世纪
19825,年代,1662–1722
19826,年代,18世纪
19827,年代,1662–1722
19828,年代,可能是19世纪
19829,年代,1662–1722
19830,年代,十四世纪
19831,年代,18-19世纪
19832,年代,1662–1722
19833,年代,18世纪末
19834,年代,1662–1722
19835,年代,1662–1772
19836,年代,1662–1772
19837,年代,11-12世纪
19838,年代,大约17世纪下半叶
19839,年代,可能是18世纪
19840,年代,可能是19世纪
19841,年代,可能是19世纪
19842,年代,19世纪下半叶
19843,年代,19世纪下半叶
19844,年代,13-14世纪
19845,年代,13-14世纪
19846,年代,12-13世纪
19847,年代,约13世纪
19848,年代,十四世纪
19849,年代,1662–1722
19850,年代,1662–1722
19851,年代,可能是18世纪末
19852,年代,可能是19世纪
19853,年代,18世纪末
19854,年代,18世纪
19855,年代,可能是19世纪
19856,年代,可能是19世纪
19857,年代,可能是19世纪
19858,年代,19世纪
19859,年代,可能是18世纪
19860,年代,13世纪上半叶
19861,年代,大约1500年至1525年
19862,年代,大约1215年至公元35年
19863,年代,大约1180年至1890年
19864,年代,大约1301年，后来又增加了
19865,年代,500–600
19866,年代,约1340年-50年
19867,年代,约1340年-50年
19868,年代,16世纪
19869,年代,15世纪初
19870,年代,约1515年
19871,年代,4-6世纪
19872,年代,3-4世纪
19873,年代,大约1500年至1530年
19874,年代,1300–1325
19875,年代,12世纪末
19876,年代,1480–1500
19877,年代,大约1400年
19878,年代,1248年之后至1267年
19879,年代,1510–30
19880,年代,19世纪
19881,年代,19世纪
19882,年代,约1200年至1220年
19883,年代,大约1150年至1200年
19884,年代,约1500年
19885,年代,约950-75年
19886,年代,约1500年
19887,年代,约1420年至1420年
19888,年代,约1350年
19889,年代,未知
19890,年代,未知
19891,年代,约1963年
19892,年代,约1963年
19893,年代,约1963年
19894,年代,约1963年
19895,年代,约1963年
19896,年代,约1963年
19897,年代,约1950年
19898,年代,约1950年
19899,年代,约1963年
19900,年代,约1965年
19901,年代,约1963年
19902,年代,约1963年
19903,年代,约1965年
19904,年代,约1965年
19905,年代,约1963年
19906,年代,约1963年
19907,年代,约1963年
19908,年代,约1963年
19909,年代,约1963年
19910,年代,1973
19911,年代,1973
19912,年代,1941
19913,年代,1941
19914,年代,1947
19915,年代,20世纪30年代
19916,年代,1936
19917,年代,1940
19918,年代,1899
19919,年代,1950–51
19920,年代,约1900年
19921,年代,1968
19922,年代,1957
19923,年代,约1934年
19924,年代,约1934年
19925,年代,约1934年
19926,年代,约1934年
19927,年代,约1934年
19928,年代,约1934年
19929,年代,约1934年
19930,年代,约1934年
19931,年代,约1934年
19932,年代,约1934年
19933,年代,约1934年
19934,年代,约1934年
19935,年代,约1934年
19936,年代,约1934年
19937,年代,约1934年
19938,年代,约1934年
19939,年代,1983
19940,年代,1973
19941,年代,1973
19942,年代,1982–84
19943,年代,1925
19944,年代,1932
19945,年代,约1928年
19946,年代,1985
19947,年代,1948
19948,年代,1986
19949,年代,1988
19950,年代,1985
19951,年代,1989
19952,年代,1946
19953,年代,1946
19954,年代,1946
19955,年代,1946
19956,年代,1946
19957,年代,1946
19958,年代,1946
19959,年代,1946
19960,年代,1946
19961,年代,1946
19962,年代,1946
19963,年代,1946
19964,年代,1946
19965,年代,1946
19966,年代,1946
19967,年代,1946
19968,年代,1946
19969,年代,1988
19970,年代,1939–40
19971,年代,1981
19972,年代,1988
19973,年代,1979
19974,年代,约1953年
19975,年代,1991
19976,年代,1935
19977,年代,1993
19978,年代,1917–18
19979,年代,1917–18
19980,年代,1917–18
19981,年代,1922
19982,年代,约1922年
19983,年代,约1920年
19984,年代,约1922年
19985,年代,1922
19986,年代,1923
19987,年代,1923
19988,年代,1899–1900
19989,年代,1895
19990,年代,1927
19991,年代,1882–88
19992,年代,约1923年
19993,年代,1926
19994,年代,1926
19995,年代,1934–35
19996,年代,1939
19997,年代,1935–36
19998,年代,1944
19999,年代,1941
20000,年代,1948
20001,年代,1913
20002,年代,1953
20003,年代,1957
20004,年代,约1955年
20005,年代,1934
20006,年代,1934
20007,年代,1938
20008,年代,1938
20009,年代,1959
20010,年代,1935
20011,年代,1937
20012,年代,1935
20013,年代,1937
20014,年代,1937
20015,年代,1936
20016,年代,1936
20017,年代,1938
20018,年代,1938
20019,年代,1937
20020,年代,约1958年
20021,年代,1949
20022,年代,1949
20023,年代,1938
20024,年代,1938
20025,年代,1930
20026,年代,1929
20027,年代,1942
20028,年代,1958
20029,年代,1958
20030,年代,1951
20031,年代,1951
20032,年代,1942
20033,年代,1942
20034,年代,1942
20035,年代,1942
20036,年代,1942
20037,年代,1949
20038,年代,1949
20039,年代,1942
20040,年代,约1925年
20041,年代,1961
20042,年代,1965
20043,年代,1965
20044,年代,1907
20045,年代,1909
20046,年代,1934
20047,年代,1906
20048,年代,1988–92
20049,年代,1990
20050,年代,1938
20051,年代,1996
20052,年代,1927年（第三季，1928年春季发行）
20053,年代,2000
20054,年代,1942
20055,年代,1992
20056,年代,1997
20057,年代,大约1900年至1914年
20058,年代,约1980年
20059,年代,1983年
20060,年代,1990
20061,年代,2006
20062,年代,2006
20063,年代,约1936年
20064,年代,约1932年至1933年
20065,年代,1976
20066,年代,1874
20067,年代,19世纪
20068,年代,19世纪
20069,年代,19世纪
20070,年代,19世纪
20071,年代,19世纪
20072,年代,19世纪
20073,年代,19世纪
20074,年代,19世纪
20075,年代,19世纪
20076,年代,19世纪
20077,年代,19世纪
20078,年代,19世纪
20079,年代,19世纪
20080,年代,19世纪
20081,年代,19世纪
20082,年代,19世纪
20083,年代,19世纪
20084,年代,19世纪
20085,年代,19世纪
20086,年代,19世纪
20087,年代,19世纪
20088,年代,19世纪
20089,年代,19世纪
20090,年代,19世纪
20091,年代,19世纪
20092,年代,19世纪
20093,年代,19世纪
20094,年代,19世纪
20095,年代,19世纪
20096,年代,19世纪
20097,年代,19世纪
20098,年代,19世纪
20099,年代,19世纪
20100,年代,19世纪
20101,年代,19世纪
20102,年代,19世纪
20103,年代,19世纪
20104,年代,19世纪
20105,年代,19世纪
20106,年代,19世纪
20107,年代,19世纪
20108,年代,19世纪
20109,年代,19世纪
20110,年代,19世纪
20111,年代,19世纪
20112,年代,19世纪
20113,年代,19世纪
20114,年代,19世纪
20115,年代,19世纪
20116,年代,19世纪
20117,年代,19世纪
20118,年代,19世纪
20119,年代,19世纪
20120,年代,19世纪末
20121,年代,19世纪末
20122,年代,19世纪末
20123,年代,19世纪末
20124,年代,19世纪末
20125,年代,19世纪末
20126,年代,19世纪末
20127,年代,19世纪末
20128,年代,19世纪
20129,年代,19世纪
20130,年代,19世纪末
20131,年代,19世纪
20132,年代,19世纪
20133,年代,19世纪末
20134,年代,19世纪
20135,年代,19世纪末
20136,年代,19世纪末
20137,年代,19世纪末
20138,年代,19世纪末
20139,年代,19世纪末
20140,年代,19世纪
20141,年代,19世纪末
20142,年代,19世纪
20143,年代,19世纪末
20144,年代,19世纪末
20145,年代,19世纪末
20146,年代,19世纪末
20147,年代,未知
20148,年代,19世纪末
20149,年代,19世纪末
20150,年代,19世纪末
20151,年代,19世纪末
20152,年代,19世纪
20153,年代,19世纪
20154,年代,约1872年
20155,年代,19世纪末
20156,年代,19世纪末
20157,年代,19世纪末
20158,年代,19世纪
20159,年代,19世纪
20160,年代,19世纪末
20161,年代,19世纪
20162,年代,约1856年
20163,年代,19世纪
20164,年代,18世纪末
20165,年代,19世纪末
20166,年代,19世纪末
20167,年代,19世纪末
20168,年代,19世纪末
20169,年代,19世纪末
20170,年代,19世纪末
20171,年代,19世纪末
20172,年代,19世纪末
20173,年代,19世纪末
20174,年代,19世纪末
20175,年代,19世纪末
20176,年代,19世纪末
20177,年代,19世纪末
20178,年代,19世纪末
20179,年代,19世纪末
20180,年代,19世纪末
20181,年代,19世纪末
20182,年代,19世纪末
20183,年代,18世纪
20184,年代,19世纪
20185,年代,1889年以前
20186,年代,19世纪末
20187,年代,19世纪
20188,年代,19世纪
20189,年代,19世纪末
20190,年代,19世纪
20191,年代,19世纪（？）
20192,年代,19世纪
20193,年代,19世纪
20194,年代,19世纪末
20195,年代,19世纪末
20196,年代,19世纪
20197,年代,19世纪
20198,年代,19世纪末
20199,年代,19世纪末
20200,年代,19世纪末
20201,年代,19世纪末
20202,年代,19世纪末
20203,年代,19世纪末
20204,年代,19世纪末
20205,年代,19世纪末
20206,年代,19世纪末
20207,年代,19世纪末
20208,年代,19世纪
20209,年代,19世纪
20210,年代,19世纪
20211,年代,19世纪
20212,年代,19世纪
20213,年代,19世纪
20214,年代,17世纪初
20215,年代,16世纪末至17世纪初
20216,年代,18世纪末至19世纪初
20217,年代,约1800年
20218,年代,19世纪
20219,年代,19世纪
20220,年代,20世纪
20221,年代,约1980年
20222,年代,19世纪
20223,年代,19世纪
20224,年代,20世纪
20225,年代,1368–1644
20226,年代,1368–1644
20227,年代,约1985年
20228,年代,1996
20229,年代,19世纪
20230,年代,19世纪
20231,年代,1634
20232,年代,19世纪末
20233,年代,19世纪末
20234,年代,19世纪末
20235,年代,19世纪
20236,年代,19世纪
20237,年代,19世纪末
20238,年代,16世纪末至17世纪初
20239,年代,19世纪
20240,年代,19世纪
20241,年代,17世纪末
20242,年代,20世纪中期
20243,年代,17世纪末
20244,年代,20世纪初
20245,年代,19世纪
20246,年代,19世纪
20247,年代,公元前206年至公元前220年
20248,年代,18-19世纪
20249,年代,14-16世纪
20250,年代,19世纪
20251,年代,18或19世纪
20252,年代,20世纪中期
20253,年代,20世纪
20254,年代,1980
20255,年代,20世纪末
20256,年代,19世纪末
20257,年代,20世纪中期
20258,年代,约1850年
20259,年代,18世纪
20260,年代,19世纪初
20261,年代,19世纪
20262,年代,19世纪
20263,年代,19世纪
20264,年代,19世纪
20265,年代,20世纪初
20266,年代,19世纪初
20267,年代,19世纪
20268,年代,19世纪
20269,年代,19世纪
20270,年代,19世纪
20271,年代,19世纪
20272,年代,19世纪
20273,年代,19世纪末
20274,年代,19世纪中叶至19世纪末
20275,年代,19世纪
20276,年代,19世纪
20277,年代,19世纪
20278,年代,19世纪
20279,年代,19世纪
20280,年代,19世纪
20281,年代,未知
20282,年代,19世纪中期至19世纪
20283,年代,19世纪末
20284,年代,19世纪末
20285,年代,19世纪末至20世纪初
20286,年代,19世纪末
20287,年代,19世纪末至20世纪初
20288,年代,19世纪末
20289,年代,19世纪末至20世纪初
20290,年代,19世纪末至20世纪初
20291,年代,19世纪末至20世纪初
20292,年代,19世纪末至20世纪初
20293,年代,19世纪
20294,年代,20世纪初
20295,年代,14-17世纪
20296,年代,19世纪
20297,年代,约1875-89年
20298,年代,约1850-89年
20299,年代,约1850-89年
20300,年代,19世纪末
20301,年代,约1825-89年
20302,年代,约1825-89年
20303,年代,19世纪
20304,年代,约1875-89年
20305,年代,约1875-89年
20306,年代,大约1885年至1915年
20307,年代,19世纪
20308,年代,20世纪
20309,年代,20世纪初
20310,年代,19世纪
20311,年代,约1900年
20312,年代,19世纪末
20313,年代,19世纪
20314,年代,20世纪初
20315,年代,20世纪中期
20316,年代,20世纪中期
20317,年代,20世纪中期
20318,年代,18世纪末
20319,年代,18世纪末
20320,年代,18世纪末
20321,年代,18世纪末
20322,年代,18世纪末
20323,年代,18世纪末
20324,年代,18世纪末
20325,年代,18世纪末
20326,年代,18世纪末
20327,年代,18世纪末
20328,年代,18世纪末
20329,年代,18世纪末
20330,年代,18世纪末
20331,年代,18世纪末
20332,年代,18世纪末
20333,年代,18世纪末
20334,年代,18世纪末
20335,年代,18世纪末
20336,年代,18世纪末
20337,年代,18世纪末
20338,年代,18世纪末
20339,年代,17世纪末至18世纪中叶
20340,年代,1667
20341,年代,1754
20342,年代,18-19世纪
20343,年代,2013
20344,年代,大约1690年至1720年
20345,年代,1861年6月29日
20346,年代,大约1690年至1720年
20347,年代,大约1690年至1720年
20348,年代,大约1690年至1720年
20349,年代,大约1690年至1720年
