Description,Object ID
鉴于进口中国陶瓷的流行，阿巴斯王朝的艺术家们学会了复制这些珍贵商品的色彩和形状，以满足日益增长的顾客群体。这件碗展现了这些努力的成果，尤其是在配色方案上。绿色是用于装饰仿制中国白陶的釉面碗的流行颜色。绿色条纹经过精心控制，呈放射状延伸至碗的中心，营造出和谐的图案。一些早期的阿巴斯王朝陶瓷上刻有简短的、通用的祝福铭文。碗中心的蓝色铭文以库法体书写，祝愿碗的主人“福佑万岁”。,18387
虽然这类雕刻石已被确认为墓碑，但其形状和铭文表明，它更像是一个平坦的米哈拉布（祈祷壁龛）。石碑上刻有《古兰经》经文和圣训（先知穆罕默德的圣训），强调祈祷和行善，但并未提及天堂或“坟墓”一词，而这两个词在大多数墓碑上都能找到。订购这块石头的女人的名字刻在两根壁柱之间的门楣上，这可能表明她将这块石头捐赠给了一座现存的建筑。,18388
这块嵌板的尺寸、形状和图案表明，它可能曾与一系列类似的嵌板连接，用于围合室外空间。这些被称为坎儿井的织物，曾用于宫殿庭院内的花园以及陆路旅行时的露营。嵌板的中心图案是一种奇妙的开花植物，融合了鸢尾花和中国灯笼等多种花卉。,18389
虽然真正的中国青花瓷器只有帖木儿社会的精英阶层才能拥有，但当地仿制的青花瓷在普通民众中也颇受欢迎。这件薄壁青花瓷器在纹饰和器形上均仿照明代瓷碗，外部绘有一条三爪龙，内部则饰有一朵由七个蓝黑色小点组成的花卉。,18390
一些最早的伊兹尼克石泥陶瓷以其精致的白色釉下彩绘蓝色装饰而闻名。这件小碗上蜿蜒的双色花朵藤蔓图案和蓝底白字的装饰，使其与早期被称为“巴巴·纳卡斯”（Baba Nakkas，字面意思是“爸爸设计师”）的陶瓷作品联系在一起，该作品以奥斯曼帝国苏丹穆罕默德二世（统治时期：1444-1446年，1451-1481年）雇佣的一位艺术家的名字命名。,18391
阿巴斯王朝艺术家有时会将模仿进口中国炻器碗时发展出的图案和技法应用于其他器皿，例如这件水壶。其装饰图案为白色底色，表面绘有绿色和钴蓝色，与仿制碗的图案相似。每个把手下方均饰有绿色柏树图案，与蓝色多叶树木图案交替出现。这些图案从开口延伸至壶身中部，底部以双线扇贝纹装饰，将整体构图收拢。,18392
这只碗出土于泰西丰，这座萨珊王朝的都城和行政首都于637年被阿拉伯穆斯林军队攻占。这座城市在阿拉伯语中被称为“玛甸”（al-Mada'in），意为“城市”，因其地域广阔。阿拉伯历史学家热衷于描述玛甸/泰西丰的宏伟建筑，这些建筑令穆斯林统治者着迷，并可能具有与其帝国历史相关的象征意义。塔基·基斯拉（Taq-i Kisra）便是一例，这座规模宏大的伊凡（ivan，一种一侧开放的拱形大厅）被部分拆除，以便将其中的砖块重新用于新首都巴格达的哈里发建筑。这块残片是在名为埃尔-迈阿里德二号（el-Ma'aridh II）的遗址出土的，证明了泰西丰城区在伊斯兰早期仍然被占领。类似的陶瓷制品是伊拉克陶工在9世纪取得的成就之一。除了技术创新（例如一系列釉料乳浊技术的开发以及钴蓝的运用）之外，陶艺家的作品也展现了他们的艺术创造力。釉中彩绘蓝色与白底的结合，正是新美学（“青花”）的典范。这种先进的陶艺生产得益于广泛的商业网络，这不仅有利于原材料的回收，也有利于成品的传播。用于制作青花的钴在伊拉克几乎不存在，而是从高加索或伊朗进口。伊拉克的“青花”器皿甚至远至中国都曾被发现，它们或许对后来中国青花瓷的创作产生了影响，或许也未必。,18393
这块陶瓷残片出土于泰西丰，这座萨珊王朝的都城和行政首都于637年被阿拉伯穆斯林军队攻占。这座城市在阿拉伯语中被称为“玛甸”（al-Mada'in），意为“城市”，因其地域辽阔。阿拉伯历史学家热衷于描述玛甸/泰西丰的宏伟建筑，这些建筑令穆斯林统治者着迷，并可能赋予了与其帝国历史相关的象征意义。塔基·基斯拉宫（Taq-i Kisra）就是一个例子，这座规模宏大的伊凡（ivan，一种一侧开放的拱形大厅）被部分拆除，以便将其砖块重新用于新首都巴格达的哈里发建筑。这块残片出土于西丘（West Mound），据信是塔基·基斯拉宫（Taq-i Kisra Palace）浴场所在地，这类发现证明了在伊斯兰早期，泰西丰城区曾被持续占领。光泽釉是9世纪伊拉克工匠发明的一项创新技术，这种乳浊釉亦是如此。在这个艺术繁荣的时期，碗通常采用轮模铸造而成，例如这件碗，其精致的脊线令人联想起中国的波纹碗。虽然光泽釉的残片在中东各地以及印度洋西岸和东岸随处可见，但类似的光泽釉与绿褐色装饰的组合却十分罕见。这件残片内部莲花状的脊线灵感源自中国瓷碗的形状，而斑驳的光泽釉与绿色釉的外部则可能暗示着彩色大理石。对于能够理解或想象这些与珍贵物品和材料的关联性的观赏者来说，这些细节或许会增强他们因光泽釉不断变化的闪光效果而产生的惊叹体验（'ajab）。这些陶瓷是九世纪和十世纪伊拉克生产的特色陶瓷，满足了人们对奢华和奇妙物品的渴望，并为了解阿巴斯物质文化的国际化复杂性打开了一扇窗户。,18394
这件烧制的陶瓷碎片很可能产自中国，但在泰西丰（萨珊王朝的都城和行政首都）的考古发掘中被发现。泰西丰于637年被阿拉伯穆斯林军队攻占。在整个时期，这座城市一直有人居住，由于其幅员辽阔，在阿拉伯语中被称为“玛甸”（al-Mada'in），意为“城市”。阿拉伯和波斯的历史学家和诗人都热衷于描述玛甸/泰西丰的宏伟建筑。穆斯林统治者也颂扬这些建筑的辉煌，随着时间的推移，它们因其与这座城市帝国历史的联系而获得了象征意义。塔克伊基斯拉 (Taq-i Kisra) 就是一个例子，这是一座令人印象深刻的巨大伊凡 (ivan，一种一侧开放的拱形大厅)，它被部分拆除，以便将其中的砖块重新用于新首都巴格达的哈里发建筑。类似这块残片的发现证明，在伊斯兰时期的最初几个世纪，克特西丰市区一直有人居住，在此期间，在萨尔曼帕克 (Salman Pak) 发展成为一个朝圣地，该地区以萨尔曼·法尔西 (Salman al-Farsi) 的陵墓命名，法尔西是先知的早期同伴之一，也是第一位皈依伊斯兰教的伊朗人。今天，朝圣者仍然会参观这个地方。1928-29 年，德国东方学会 (Deutsche Orient-Gesellschaft) 赞助的一支探险队对克特西丰地区进行了挖掘。大都会艺术博物馆和柏林国立博物馆在 1931-32 年进行了为期一季的联合探险。考古人员进行了多次发掘，包括在泰勒德赫布宫殿南侧一处小型防御工事区域的塔基基斯拉（Taq-i Kisra）、玛阿里德（Ma'aridh）土丘的多处房屋，以及一个名为乌姆扎提尔（Umm ez-Za'tir）的小土丘上的一些房屋。根据协议，这些发现首先由柏林和纽约与伊拉克当局瓜分。,18395
这块残片出土于泰西丰，这座萨珊王朝的都城和行政首都于637年被阿拉伯穆斯林军队攻占。这座城市在阿拉伯语中被称为“玛甸”（al-Mada'in），意为“城市”，因其地域广阔。阿拉伯历史学家热衷于描述玛甸/泰西丰的宏伟建筑，这些建筑令穆斯林统治者着迷，并可能具有与其帝国历史相关的象征意义。例如，塔克伊基斯拉（Taq-i Kisra）就是一个例子，这座规模宏大的伊凡（ivan，一种一侧开放的拱形大厅）被部分拆除，以便将其中的砖块重新用于新首都巴格达的哈里发建筑。这块残片是在塞尔曼帕克五世（Selman Pak V）遗址出土的，类似这样的发现证明了泰西丰城区在伊斯兰早期仍然被占领。类似的陶瓷制品是伊拉克陶工在9世纪取得的成就之一。除了技术创新（例如一系列釉料乳浊技术的开发以及钴蓝的运用）之外，陶艺家的作品也展现了他们的艺术创造力。釉中彩绘蓝色与白底的结合，正是新美学（“青花”）的典范。这种先进的陶艺生产得益于广泛的商业网络，这不仅有利于原材料的回收，也有利于成品的传播。用于制作青花的钴在伊拉克几乎不存在，而是从高加索或伊朗进口。伊拉克的“青花”器皿甚至远至中国都曾被发现，它们或许对后来中国青花瓷的创作产生了影响，或许也未必。,18396
这块残片出土于泰西丰，这座萨珊王朝的都城和行政首都于637年被阿拉伯穆斯林军队攻占。这座城市在阿拉伯语中被称为“玛甸”（al-Mada'in），意为“城市”，因其地域广阔。阿拉伯历史学家热衷于描述玛甸/泰西丰的宏伟建筑，这些建筑令穆斯林统治者着迷，并可能具有与其帝国历史相关的象征意义。例如，塔克伊基斯拉（Taq-i Kisra）就是一个例子，这座规模宏大的伊凡（ivan，一种一侧开放的拱形大厅）被部分拆除，以便将其中的砖块重新用于新首都巴格达的哈里发建筑。这块残片是在塞尔曼帕克五世（Selman Pak V）遗址出土的，类似这样的发现证明了泰西丰城区在伊斯兰早期仍然被占领。类似的陶瓷制品是伊拉克陶工在9世纪取得的成就之一。除了技术创新（例如一系列釉料乳浊技术的开发以及钴蓝的运用）之外，陶艺家的作品也展现了他们的艺术创造力。釉中彩绘蓝色与白底的结合，正是新美学（“青花”）的典范。这种先进的陶艺生产得益于广泛的商业网络，这不仅有利于原材料的回收，也有利于成品的传播。用于制作青花的钴在伊拉克几乎不存在，而是从高加索或伊朗进口。伊拉克的“青花”器皿甚至远至中国都曾被发现，它们或许对后来中国青花瓷的创作产生了影响，或许也未必。,18397
这件陶瓷残片出土于泰西丰，这座萨珊王朝的都城和行政首都于637年被阿拉伯穆斯林军队攻占。在整个萨珊王朝时期，这座城市一直有人居住，由于其幅员辽阔，在阿拉伯语中被称为“玛甸”（al-Mada'in），意为“城市”。阿拉伯和波斯的历史学家和诗人都热衷于描述玛甸/泰西丰的宏伟建筑。穆斯林统治者也颂扬这些建筑的辉煌，随着时间的推移，它们因其与这座城市帝国历史的联系而获得了象征意义。塔克伊基斯拉 (Taq-i Kisra) 就是一个例子，这是一座令人印象深刻的巨大伊凡 (ivan，一种一侧开放的拱形大厅)，它被部分拆除，以便将其中的砖块重新用于新首都巴格达的哈里发建筑。类似这块残片的发现证明，在伊斯兰时期的最初几个世纪，克特西丰市区一直有人居住，在此期间，在萨尔曼帕克 (Salman Pak) 发展成为一个朝圣地，该地区以萨尔曼·法尔西 (Salman al-Farsi) 的陵墓命名，法尔西是先知的早期同伴之一，也是第一位皈依伊斯兰教的伊朗人。今天，朝圣者仍然会参观这个地方。1928-29 年，德国东方学会 (Deutsche Orient-Gesellschaft) 赞助的一支探险队对克特西丰地区进行了挖掘。大都会艺术博物馆和柏林国立博物馆在 1931-32 年进行了为期一季的联合探险。考古人员进行了多次发掘，包括在泰勒德赫布宫殿南侧一处小型防御工事区域的塔基基斯拉（Taq-i Kisra）、玛阿里德（Ma'aridh）土丘的多处房屋，以及一个名为乌姆扎提尔（Umm ez-Za'tir）的小土丘上的一些房屋。根据协议，这些发现首先由柏林和纽约与伊拉克当局瓜分。,18398
这幅对开本出自伊儿汗国手抄本《大蒙古王记》（Great Mongol Shahnama），该手抄本已散佚，描绘了波斯英雄伊斯凡迪亚尔的葬礼队伍。灵柩旁有一群哀悼者，其中一些人恸哭，并拉扯着披散的头发，以示哀悼。画作的线条感强烈，色彩轻薄，令人联想到当代中国水墨画。,18399
至少从15世纪起，波斯书籍装订就已采用在纸板上涂漆作画的技法。该技法起源于中国，随着帖木儿王朝统治时期与中国的交往不断扩大，传入伊朗。然而，在16、17世纪萨法维王朝统治下的伊朗，推动该技法的采用和发展，并非装订师，而是画家。在赞德王朝和卡扎尔王朝时期，漆画书籍封面越来越流行，与此同时，皮革装订的生产也逐渐衰落。此处的书籍装订反映了欧洲艺术对这一时期波斯绘画的广泛影响。在风格上，欧洲的影响体现在色彩的层次运用、人物和物体的造型、透视规则的遵循、阴影的运用以及氛围效果的营造上。在主题上，圣经场景的创作灵感源于欧洲宗教版画或绘画作品中常见的原型。这本书的封面可能是由纳杰夫·阿里圈子里的卡扎尔艺术家创作的。,18400
无描述信息,18401
这件藏品是在尼沙普尔发现并购得的。尼沙普尔是伊斯兰早期和中期的一座重要城市，位于连接伊朗、西亚伊斯兰地区与中亚和中国的主要通道之一。这些路线通常被称为“丝绸之路”，但实际上对物质、物品以及人员和思想的流动至关重要。尼沙普尔及其周边地区的人口构成多元，从研究较为深入的商人、地主贵族和文人精英群体，到鲜为人知的工匠、农民、矿工和仆人，他们在适应全球文化潮流、创造自身独特的视觉语言方面发挥了重要作用。这体现在中世纪尼沙普尔日常生活的物质遗存中——从锅碗瓢盆到照明设备、墨水瓶、纺织品和装饰品、珠宝、游戏玩具、护身符、武器、硬币以及建筑残骸。尼沙普尔因十三世纪达到顶峰的一系列地震和入侵而失去了其政治显赫地位。如今，这座中世纪古城已成为一片广阔的考古区，而规模相对较小的现代城市则位于其北部。取而代之的是，重要的朝圣地马什哈德，成为了该地区一个繁荣的大都市。 1935年至1948年间，大都会艺术博物馆的“波斯探险队”根据与伊朗当局达成的协议，在尼沙普尔的多个遗址进行了挖掘。美国考古学家和数百名伊朗工人对包括Tepe Madrasa、Village Tepe、Sabz Pushan、Qanat Tepe、Tepe Alp Arslan、Vineyard Tepe等在内的多个考古区域进行了挖掘。他们发现了广阔的街区，其中主要包含住宅建筑，但也发现了清真寺、浴室，甚至可能还有一座政府宫殿。这些遗址的年代主要分为两个阶段：第一个阶段涵盖9至10世纪，第二个阶段涵盖11至12世纪。此外，还发现了数千件文物，其中大部分是陶瓷、玻璃、金属和石器，以及雕刻和彩绘的灰泥和壁画，这些文物被两国瓜分，如今大都会博物馆的藏品数量已超过四千件。,18402
这件藏品是在尼沙普尔附近发现并购得的。尼沙普尔是伊斯兰早期和中期的一座重要城市，位于连接伊朗、西亚伊斯兰地区与中亚和中国的主要通道之一。这些路线通常被称为“丝绸之路”，但实际上对物质、物品以及人员和思想的流动至关重要。尼沙普尔及其周边地区的居民构成多元，从研究较为深入的商人、地主贵族和文人精英群体，到鲜为人知的工匠、农民、矿工和仆人，他们在适应全球文化潮流、创造自身独特的视觉语言方面发挥了重要作用。这体现在中世纪尼沙普尔日常生活的物质遗存中——从锅碗瓢盆到照明设备、墨水瓶、纺织品和装饰品、珠宝、游戏玩具、护身符、武器、硬币以及建筑残骸。尼沙普尔因十三世纪达到顶峰的一系列地震和入侵而失去了其政治显赫地位。如今，这座中世纪古城已成为一片广阔的考古区，而规模相对较小的现代城市则位于其北部。取而代之的是，重要的朝圣地马什哈德，成为了该地区一个繁荣的大都市。 1935年至1948年间，大都会艺术博物馆的“波斯探险队”根据与伊朗当局达成的协议，在尼沙普尔的多个遗址进行了挖掘。美国考古学家和数百名伊朗工人对包括Tepe Madrasa、Village Tepe、Sabz Pushan、Qanat Tepe、Tepe Alp Arslan、Vineyard Tepe等在内的多个考古区域进行了挖掘。他们发现了广阔的街区，其中主要包含住宅建筑，但也发现了清真寺、浴室，甚至可能还有一座政府宫殿。这些遗址的年代主要分为两个阶段：第一个阶段涵盖9至10世纪，第二个阶段涵盖11至12世纪。此外，还发现了数千件文物，其中大部分是陶瓷、玻璃、金属和石器，以及雕刻和彩绘的灰泥和壁画，这些文物被两国瓜分，如今大都会博物馆的藏品数量已超过四千件。,18403
这件藏品是在尼沙普尔发现并购得的。尼沙普尔是伊斯兰早期和中期的一座重要城市，位于连接伊朗、西亚伊斯兰地区与中亚和中国的主要通道之一。这些路线通常被称为“丝绸之路”，但实际上对物质、物品以及人员和思想的流动至关重要。尼沙普尔及其周边地区的人口构成多元，从研究较为深入的商人、地主贵族和文人精英群体，到鲜为人知的工匠、农民、矿工和仆人，他们在适应全球文化潮流、创造自身独特的视觉语言方面发挥了重要作用。这体现在中世纪尼沙普尔日常生活的物质遗存中——从锅碗瓢盆到照明设备、墨水瓶、纺织品和装饰品、珠宝、游戏玩具、护身符、武器、硬币以及建筑残骸。尼沙普尔因十三世纪达到顶峰的一系列地震和入侵而失去了其政治显赫地位。如今，这座中世纪古城已成为一片广阔的考古区，而规模相对较小的现代城市则位于其北部。取而代之的是，重要的朝圣地马什哈德，成为了该地区一个繁荣的大都市。 1935年至1948年间，大都会艺术博物馆的“波斯探险队”根据与伊朗当局达成的协议，在尼沙普尔的多个遗址进行了挖掘。美国考古学家和数百名伊朗工人对包括Tepe Madrasa、Village Tepe、Sabz Pushan、Qanat Tepe、Tepe Alp Arslan、Vineyard Tepe等在内的多个考古区域进行了挖掘。他们发现了广阔的街区，其中主要包含住宅建筑，但也发现了清真寺、浴室，甚至可能还有一座政府宫殿。这些遗址的年代主要分为两个阶段：第一个阶段涵盖9至10世纪，第二个阶段涵盖11至12世纪。此外，还发现了数千件文物，其中大部分是陶瓷、玻璃、金属和石器，以及雕刻和彩绘的灰泥和壁画，这些文物被两国瓜分，如今大都会博物馆的藏品数量已超过四千件。,18405
这件藏品是在尼沙普尔附近发现并购得的。尼沙普尔是伊斯兰早期和中期的一座重要城市，位于连接伊朗、西亚伊斯兰地区与中亚和中国的主要通道之一。这些路线通常被称为“丝绸之路”，但实际上对物质、物品以及人员和思想的流动至关重要。尼沙普尔及其周边地区的居民构成多元，从研究较为深入的商人、地主贵族和文人精英群体，到鲜为人知的工匠、农民、矿工和仆人，他们在适应全球文化潮流、创造自身独特的视觉语言方面发挥了重要作用。这体现在中世纪尼沙普尔日常生活的物质遗存中——从锅碗瓢盆到照明设备、墨水瓶、纺织品和装饰品、珠宝、游戏玩具、护身符、武器、硬币以及建筑残骸。尼沙普尔因十三世纪达到顶峰的一系列地震和入侵而失去了其政治显赫地位。如今，这座中世纪古城已成为一片广阔的考古区，而规模相对较小的现代城市则位于其北部。取而代之的是，重要的朝圣地马什哈德，成为了该地区一个繁荣的大都市。 1935年至1948年间，大都会艺术博物馆的“波斯探险队”根据与伊朗当局达成的协议，在尼沙普尔的多个遗址进行了挖掘。美国考古学家和数百名伊朗工人对包括Tepe Madrasa、Village Tepe、Sabz Pushan、Qanat Tepe、Tepe Alp Arslan、Vineyard Tepe等在内的多个考古区域进行了挖掘。他们发现了广阔的街区，其中主要包含住宅建筑，但也发现了清真寺、浴室，甚至可能还有一座政府宫殿。这些遗址的年代主要分为两个阶段：第一个阶段涵盖9至10世纪，第二个阶段涵盖11至12世纪。此外，还发现了数千件文物，其中大部分是陶瓷、玻璃、金属和石器，以及雕刻和彩绘的灰泥和壁画，这些文物被两国瓜分，如今大都会博物馆的藏品数量已超过四千件。,18408
此件文物出土于尼沙普尔。尼沙普尔是伊斯兰早期和中期的一座重要城市，位于连接伊朗、西亚伊斯兰地区与中亚和中国的主要通道之一。这些路线通常被称为“丝绸之路”，但实际上对物质、物品以及人员和思想的流动至关重要。尼沙普尔及其周边地区的人口构成多元，从研究较为深入的商人、地主贵族和文人精英群体，到鲜为人知的工匠、农民、矿工和仆人，他们在适应全球文化潮流、创造自身独特的视觉语言方面发挥了重要作用。这体现在中世纪尼沙普尔日常生活的物质遗存中——从锅碗瓢盆到照明设备、墨水瓶、纺织品和装饰品、珠宝、游戏玩具、护身符、武器、硬币以及建筑残骸。尼沙普尔因十三世纪达到顶峰的一系列地震和入侵而失去了其政治显赫地位。如今，这座中世纪古城已成为一片广阔的考古区，而规模相对较小的现代城市则位于其北部。取而代之的是，重要的朝圣地马什哈德，成为了该地区一个繁荣的大都市。 1935年至1948年间，大都会艺术博物馆的“波斯探险队”根据与伊朗当局达成的协议，在尼沙普尔的多个遗址进行了挖掘。美国考古学家和数百名伊朗工人对包括Tepe Madrasa、Village Tepe、Sabz Pushan、Qanat Tepe、Tepe Alp Arslan、Vineyard Tepe等在内的多个考古区域进行了挖掘。他们发现了广阔的街区，其中主要包含住宅建筑，但也发现了清真寺、浴室，甚至可能还有一座政府宫殿。这些遗址的年代主要分为两个阶段：第一个阶段涵盖9至10世纪，第二个阶段涵盖11至12世纪。此外，还发现了数千件文物，其中大部分是陶瓷、玻璃、金属和石器，以及雕刻和彩绘的灰泥和壁画，这些文物被两国瓜分，如今大都会博物馆的藏品数量已超过四千件。,18409
这件藏品是在尼沙普尔发现并购得的。尼沙普尔是伊斯兰早期和中期的一座重要城市，位于连接伊朗、西亚伊斯兰地区与中亚和中国的主要通道之一。这些路线通常被称为“丝绸之路”，但实际上对物质、物品以及人员和思想的流动至关重要。尼沙普尔及其周边地区的人口构成多元，从研究较为深入的商人、地主贵族和文人精英群体，到鲜为人知的工匠、农民、矿工和仆人，他们在适应全球文化潮流、创造自身独特的视觉语言方面发挥了重要作用。这体现在中世纪尼沙普尔日常生活的物质遗存中——从锅碗瓢盆到照明设备、墨水瓶、纺织品和装饰品、珠宝、游戏玩具、护身符、武器、硬币以及建筑残骸。尼沙普尔因十三世纪达到顶峰的一系列地震和入侵而失去了其政治显赫地位。如今，这座中世纪古城已成为一片广阔的考古区，而规模相对较小的现代城市则位于其北部。取而代之的是，重要的朝圣地马什哈德，成为了该地区一个繁荣的大都市。 1935年至1948年间，大都会艺术博物馆的“波斯探险队”根据与伊朗当局达成的协议，在尼沙普尔的多个遗址进行了挖掘。美国考古学家和数百名伊朗工人对包括Tepe Madrasa、Village Tepe、Sabz Pushan、Qanat Tepe、Tepe Alp Arslan、Vineyard Tepe等在内的多个考古区域进行了挖掘。他们发现了广阔的街区，其中主要包含住宅建筑，但也发现了清真寺、浴室，甚至可能还有一座政府宫殿。这些遗址的年代主要分为两个阶段：第一个阶段涵盖9至10世纪，第二个阶段涵盖11至12世纪。此外，还发现了数千件文物，其中大部分是陶瓷、玻璃、金属和石器，以及雕刻和彩绘的灰泥和壁画，这些文物被两国瓜分，如今大都会博物馆的藏品数量已超过四千件。,18411
这件藏品是在尼沙普尔发现并购得的。尼沙普尔是伊斯兰早期和中期的一座重要城市，位于连接伊朗、西亚伊斯兰地区与中亚和中国的主要通道之一。这些路线通常被称为“丝绸之路”，但实际上对物质、物品以及人员和思想的流动至关重要。尼沙普尔及其周边地区的人口构成多元，从研究较为深入的商人、地主贵族和文人精英群体，到鲜为人知的工匠、农民、矿工和仆人，他们在适应全球文化潮流、创造自身独特的视觉语言方面发挥了重要作用。这体现在中世纪尼沙普尔日常生活的物质遗存中——从锅碗瓢盆到照明设备、墨水瓶、纺织品和装饰品、珠宝、游戏玩具、护身符、武器、硬币以及建筑残骸。尼沙普尔因十三世纪达到顶峰的一系列地震和入侵而失去了其政治显赫地位。如今，这座中世纪古城已成为一片广阔的考古区，而规模相对较小的现代城市则位于其北部。取而代之的是，重要的朝圣地马什哈德，成为了该地区一个繁荣的大都市。 1935年至1948年间，大都会艺术博物馆的“波斯探险队”根据与伊朗当局达成的协议，在尼沙普尔的多个遗址进行了挖掘。美国考古学家和数百名伊朗工人对包括Tepe Madrasa、Village Tepe、Sabz Pushan、Qanat Tepe、Tepe Alp Arslan、Vineyard Tepe等在内的多个考古区域进行了挖掘。他们发现了广阔的街区，其中主要包含住宅建筑，但也发现了清真寺、浴室，甚至可能还有一座政府宫殿。这些遗址的年代主要分为两个阶段：第一个阶段涵盖9至10世纪，第二个阶段涵盖11至12世纪。此外，还发现了数千件文物，其中大部分是陶瓷、玻璃、金属和石器，以及雕刻和彩绘的灰泥和壁画，这些文物被两国瓜分，如今大都会博物馆的藏品数量已超过四千件。,18413
此件文物出土于尼沙普尔。尼沙普尔是伊斯兰早期和中期的一座重要城市，位于连接伊朗、西亚伊斯兰地区与中亚和中国的主要通道之一。这些路线通常被称为“丝绸之路”，但实际上对物质、物品以及人员和思想的流动至关重要。尼沙普尔及其周边地区的人口构成多元，从研究较为深入的商人、地主贵族和文人精英群体，到鲜为人知的工匠、农民、矿工和仆人，他们在适应全球文化潮流、创造自身独特的视觉语言方面发挥了重要作用。这体现在中世纪尼沙普尔日常生活的物质遗存中——从锅碗瓢盆到照明设备、墨水瓶、纺织品和装饰品、珠宝、游戏玩具、护身符、武器、硬币以及建筑残骸。尼沙普尔因十三世纪达到顶峰的一系列地震和入侵而失去了其政治显赫地位。如今，这座中世纪古城已成为一片广阔的考古区，而规模相对较小的现代城市则位于其北部。取而代之的是，重要的朝圣地马什哈德，成为了该地区一个繁荣的大都市。 1935年至1948年间，大都会艺术博物馆的“波斯探险队”根据与伊朗当局达成的协议，在尼沙普尔的多个遗址进行了挖掘。美国考古学家和数百名伊朗工人对包括Tepe Madrasa、Village Tepe、Sabz Pushan、Qanat Tepe、Tepe Alp Arslan、Vineyard Tepe等在内的多个考古区域进行了挖掘。他们发现了广阔的街区，其中主要包含住宅建筑，但也发现了清真寺、浴室，甚至可能还有一座政府宫殿。这些遗址的年代主要分为两个阶段：第一个阶段涵盖9至10世纪，第二个阶段涵盖11至12世纪。此外，还发现了数千件文物，其中大部分是陶瓷、玻璃、金属和石器，以及雕刻和彩绘的灰泥和壁画，这些文物被两国瓜分，如今大都会博物馆的藏品数量已超过四千件。,18415
这件藏品是在尼沙普尔附近发现并购得的。尼沙普尔是伊斯兰早期和中期的一座重要城市，位于连接伊朗、西亚伊斯兰地区与中亚和中国的主要通道之一。这些路线通常被称为“丝绸之路”，但实际上对物质、物品以及人员和思想的流动至关重要。尼沙普尔及其周边地区的居民构成多元，从研究较为深入的商人、地主贵族和文人精英群体，到鲜为人知的工匠、农民、矿工和仆人，他们在适应全球文化潮流、创造自身独特的视觉语言方面发挥了重要作用。这体现在中世纪尼沙普尔日常生活的物质遗存中——从锅碗瓢盆到照明设备、墨水瓶、纺织品和装饰品、珠宝、游戏玩具、护身符、武器、硬币以及建筑残骸。尼沙普尔因十三世纪达到顶峰的一系列地震和入侵而失去了其政治显赫地位。如今，这座中世纪古城已成为一片广阔的考古区，而规模相对较小的现代城市则位于其北部。取而代之的是，重要的朝圣地马什哈德，成为了该地区一个繁荣的大都市。 1935年至1948年间，大都会艺术博物馆的“波斯探险队”根据与伊朗当局达成的协议，在尼沙普尔的多个遗址进行了挖掘。美国考古学家和数百名伊朗工人对包括Tepe Madrasa、Village Tepe、Sabz Pushan、Qanat Tepe、Tepe Alp Arslan、Vineyard Tepe等在内的多个考古区域进行了挖掘。他们发现了广阔的街区，其中主要包含住宅建筑，但也发现了清真寺、浴室，甚至可能还有一座政府宫殿。这些遗址的年代主要分为两个阶段：第一个阶段涵盖9至10世纪，第二个阶段涵盖11至12世纪。此外，还发现了数千件文物，其中大部分是陶瓷、玻璃、金属和石器，以及雕刻和彩绘的灰泥和壁画，这些文物被两国瓜分，如今大都会博物馆的藏品数量已超过四千件。,18416
尤其是在1323年蒙古与马穆鲁克签订和平条约后，当代伊儿汗国艺术中盛行的中国图案开始出现在马穆鲁克的艺术和建筑中。图中，中式云形领口设计构成了四个圆形浮雕的框架，每个浮雕上都装饰着一只猛禽攻击一只鹅的图案，周围环绕着受中国风格启发的莲花和牡丹花。这种形状的酒瓶曾被用作醒酒器，并在各种媒介的宴会场景中被描绘成醒酒器。,18417
马格里布地区（包括北非和西班牙）的《古兰经》或伊斯兰西部地区的《古兰经》很早就与更东部的发展潮流分道扬镳。保留了许多源自库法体的古书特征，并使用羊皮纸，是十三、十四世纪该地区的典型特征。尽管存在这些古书特征，但金墨的使用、基线下方字母的夸张曲线以及色彩鲜艳的变音符号赋予了作品鲜明的韵律感。,18418
