object_id,provenience,creator,date_made,materials,description,length,width
4920,China,unknown,Han?,Clay,Small mortuary pottery house.,17 cm,17 cm
4921,China,unknown,Wei Dynasty,Clay,Wei grave figurine.  Standing.  Headdress.  Tall.,unknown,10.5 cm
4922,China,unknown,Wei Dynasty,Clay,Wei grave figurine.  Standing.  Headdress.  Tall.,unknown,10 cm
4923,China,unknown,Han Dynasty,Copper Alloy | Bronze,"Jar. Bronze, Han Dynasty type.",unknown,unknown
4924,China,unknown,unknown,Soapstone,One of six reliefs. Soapstone. Boat.,unknown,13.4 cm
4925,China,unknown,unknown,Soapstone,"One of six reliefs.  Soapstone, landscape.",unknown,12.5 cm
4926,China,unknown,Qing Dynasty,Felt | Fur | Beads,"Little boy's cap, blue felt, red top, green tiger face.",unknown,unknown
4927,China,unknown,Tongzhi -1890,Silver,Stand for bowl (7537A). Pewter. Longevity symbols.,unknown,2.3 cm
4928,Inner Mongolia (uncertain) | Ordos,unknown,Han Dynasty,Bronze,Pickaxe.  Bronze.  One pointed and one rounded end.  Hollow rectangular haft with two pierced communicating holes.  Red patina.,17.5 cm,5.4 cm
4929,Tibet,unknown,15th Century - 1889,Textile | Glass,"Head ornament (pattoo).  Head band made with red felt over burlap core.  Blue and red painted beads attached. Oval collar-shaped hoop, covered on the outside with red cloth with red and blue beads sewn alternatley along the outer edge.",27 cm,21 cm
4930,Inner Mongolia (uncertain) | Ordos,unknown,Han?,Bronze,Fragment of a chain.  Bronze.  Made up of dumbbell shaped links.,13 cm,unknown
4931,Inner Mongolia (uncertain) | Ordos,unknown,Han?,Bronze,Bronze fragment of chain.  Similar to chains on 41-37-207.,10.7 cm,unknown
4932,Tibet,unknown,15th Century - 1935,Ceramic,"Lid for old teapot.  Dark reddish brown pottery, with porcelain inlay on shoulder, spout and lid.  Flat base, rounded sides expanding to ridge setting off flat shoulder; cylindrical neck, grooved rim.  High spout from one side at ridge; wide strap handle with medial groove at other.  Domed lid with knob(half missing).  Lid and handle pierced for connecting cord(missing).",unknown,unknown
4933,Tibet,unknown,18th Century - 1980,Metal,Lid of metal charm or amulet box. Square with curve at top. Coppery color with gold on front and embossed letter. Lid fits over bottom part. Two metal loops at either side.,14 cm,9 cm
4934,Tibet,unknown,unknown,Iron,"Wrought iron phurpa, magic dagger.  Tall.  Vajra handle.  3 heads at the top.",31.11 cm,unknown
4935,Tibet,unknown,19th Century,Copper Alloy | Turquoise | Pearl,"Official's earring (sochi). Earring composed of five gold capped turquoise beads and one pearl, mounted on a metal wire, looped the top. Worn in the left earlobe by Tibetan officials.",3.3 cm,unknown
4936,Tibet,unknown,unknown,Bronze | Gilt | Turquoise,Statuette of jewelled Tara.  Small gilt bronze Tara set with turquoise.,unknown,unknown
4937,Tibet,unknown,15th Century - 1932,Fabric,Long woven strap for ga'u box.,40 cm,unknown
4938,Taiwan,unknown,unknown,Cotton | Metal,"A short jacket woven of cotton in a black, white, and tan ikat design. The arms, waist, and front are decorated with panels of red cotton sewn on with pink thread in a running stitch.  The waist is decorated with small gold metal balls and bells attached to a single red twisted cord.  All edges are bound with red binding.  The jacket fastens at the neck with a metal ball and loop. Catalogued as Atayal when it entered the museum but possibly from the Sediq people.",34.3 cm,123 cm
4939,Tibet,unknown,unknown,Brass,"Seated statuette of Khorvadjig, one of the Buddhas from the past.  Preaching.",unknown,unknown
4940,Inner Mongolia | Ordos,unknown,Han Dynasty,Bronze,Rattle.  Bronze.  Small oval shape with five irregular holes; pebbles missing.  Upright loop with three projecting studs.  Green patina.,2.7 cm,unknown
4941,Inner Mongolia (uncertain) | Ordos,unknown,Han?,Bronze,"Buckle, half.  Bronze.  Hoof-shaped ring behind which is a divided rectangular loop.  Incrustations and dark patina.",2.4 cm,2.3 cm
4942,Taiwan,unknown,-1959,Wool | Shell | Copper,"Man's sleeveless jacket. Two width sewn at sides and down middle of back; front open; sleeveless. Wool; orange red with horizontal bands of green, blue, rose, black, in addition to the orange-red. Three (originally four) large discs of tridacna shell-each representing a Chinese head taken.",46 cm,46 cm
4943,Tibet,unknown,19th Century,Ceramic,"Round flat relief, mold made.  In very high relief inside a lower ridgelike margin, a figure with many arms forming circle around body with many legs.  Pottery is fired reddish brown.  Yabyum/Avalokitesvara?",unknown,unknown
4944,Ordos,unknown,Tang Dynasty,Bronze,Bronze. Figure of flying goose.  Feathers indicated. Two prongs on reverse.,6.1 cm,6.3 cm
4945,Inner Mongolia (uncertain) | Ordos,unknown,Warring States,Bronze,Scoop.  Bronze.  Long triangular bowl; wide flat handle with worn chevron design on both faces.  Handle ends in a winged disc with small suspension loop on front.,9.2 cm,2.2 cm
4946,Tibet,unknown,18th Century - 1980,Metal,Metal charm or amulet box. Square with curve at top. Coppery color with gold on front and embossed letter. Lid fits over bottom part. Two metal loops at either side.,14 cm,9 cm
4947,Ordos,unknown,Tang,Brass (uncertain),"Similar to 41-37-79.  Brass (?) crouching tiger.  Olive green water patina, two narrow loops on reverse.",4.3 cm,unknown
4948,Tibet,unknown,unknown,Wood | Leather | Brass,"Wooden rectangular mold with intaglio human figures carved on four sides. Attached by leather thong to 73-14-13B. Called a zan par, this piece is a mold for used making dough effigies (glud) for use in healing rituals.",unknown,unknown
4949,Tibet,unknown,18th Century - 1935,Yak Hair,"Of yak hair; the central diamond-shaped section felted. Brown and white with red, yellow, and white tassels. ""Used by yak drivers to throw stones when driving the yaks in caravan."" or by shepherds to protect sheep against wolves.",153 cm,unknown
4950,Tibet,unknown,unknown,Rope,Plaited woven sandal with loops at the front and sides. Cord that wraps around the ankle. Rectangular black cloth attached to thick cord in the front.,29 cm,10.5 cm
4951,Tibet,unknown,unknown,Sandalwood,"Sandalwood Phurpa, magic dagger.  Top carved.  Similar to A1130.",31.11 cm,unknown
4952,Tibet,unknown,15th Century - 1935,Ceramic,"Old teapot.  Dark reddish brown pottery, with porcelain inlay on shoulder, spout and lid.  Flat base, rounded sides expanding to ridge setting off flat shoulder; cylindrical neck, grooved rim.  High spout from one side at ridge; wide strap handle with medial groove at other.  Domed lid with knob(half missing).  Lid and handle pierced for connecting cord(missing).",unknown,21 cm
4953,Inner Mongolia (uncertain) | Ordos,unknown,Han Dynasty,Bronze,Weapon.  Bronze.  Small rod with three radiating prongs near each end.  Used by the Scythians to throw down in front of enemy horses to wound their hoofs.  Prong tips bent.  Dark patina.,unknown,4.3 cm
4954,Taiwan,unknown,unknown,Wool | Cotton,"Two panels woven of red wool in a warped faced diamond design with two sets of black and green stripes evenly spaced; the panels are edged with a narrow black binding; a narrow black, white and gold plaited cord ending in a tassel is sewn to top right and left corners and tied.",36.2 cm,28.6 cm
4955,Taiwan,unknown,unknown,Wool | Cotton,"Two panels woven of red wool in a warped faced diamond design with two sets of black and green stripes evenly spaced; the panels are edged with a narrow black binding; a narrow black, white and gold plaited cord ending in a tassel is sewn to top right and left corners and tied.",36.2 cm,28.6 cm
4956,Taiwan,unknown,1900 - 1948,Cotton | Metal,"Woman's robe with hand embroidery around the neck, cuffs, shoulders, and waist. There is intricate beadwork and chains on the front and back in the chest area and the cuffs. Most likely Paiwan or Rukai.",101 cm,121.3 cm
4957,Taiwan,unknown,unknown,Hemp | Animal Shell | Metal | Plastic | Button,"Headband made of shell plates lined with red cloth and a shell disk attached with a button.  There is a gold button with the Chinese character for ""Official Title/Rank"" behind green plastic.",64 cm,unknown
4958,Taiwan,unknown,unknown,Animal Bone | Animal Shell | Bead | Hemp | Wood,"Man's necklace for a festival. Hemp string with multi-colored beads in rows of thirteen separted by strips of wood.  The beads are white, black, yellow, dark blue, light blue, orange and pink. There is an orange string where the hemp ties in the back.",58.5 cm,unknown
4959,Taiwan,unknown,unknown,Cotton Thread | Animal Shell | Bead | Cotton | Metal,Woman's necklace. Made of white shell and black glass beads. There are numerous sets of black bead clusters in groups of three. The ends of the piece have copper bells. There is a swatch of red cloth tied around the top.,86 cm,unknown
4960,Taiwan,unknown,unknown,Wood | Leather | Metal | Paint,One of a pair of wooden sandals with a painted floral design on a brown stained wood. There are three leather straps across the toe with a central spade shape which has six metal eyelets. There is an indentation on the bottom.,11.9 cm,8.5 cm
4961,Tibet,unknown,18th Century - 19th Century,Ceramic,"Teapot lid.  Dark reddish brown pottery; porcelain inlay in shape of three jewels (Buddha, law, and sangha) in three places on the body; three small porcelain inlays on neck and three on lid.  Ring base, fluted body (lotus) with rounded, expanding sides and high rounded shoulder; rope pattern at base of short neck. High spout from one side, wide strap handle with medial groove at other. Domed lid with knob.  Lid and handle pierced for connecting cord (missing).",unknown,unknown
4962,Ordos,unknown,400-450 CE,Bronze,"Bronze.  Figure of tiger slightly convex with perforations for inlay on head, claws, and body.  Rough, light green patina.  Single loop on reverse.",15.7 cm,unknown
4963,Tibet,unknown,unknown,Wool | Silk,For woman. Slit technique.,353 cm,95 cm
4964,Tibet,unknown,18th Century - 19th Century,Iron,"Iron Phurpa, magic dagger.  Vajra handle.  Tall.  ""The Devil Killing Dagger"".",31.75 cm,unknown
4965,Ordos,unknown,8th Century - 5th Century BCE,Bronze (uncertain),"Bronze (brass?). Rectangular openwork with border. Two standing deer facing left.  Worn smooth.  Traces of red patina.  Type called by Chinese: ""Mei Hua Lu"".",4.4 cm,3.25 cm
4966,Inner Mongolia (uncertain) | Ordos,unknown,unknown,Bronze,"Pin.  Bronze.  Hollow bi-conical head with twelve large piercings and with loop on top.  Small carnelian pebble.  Point dull, perhaps broken and refinished.  Rough olive green and reddish patina.",7.4 cm,2.5 cm
4967,Inner Mongolia (uncertain) | Ordos,unknown,Han Dynasty,Bronze,Rattle?  Bronze.  Oval with perforated sides and long slender handle interrupted midway with another oval rattle.  Looped end.  Lines indented on handle.  Pebbles missing.  Greenish-black water patina.,7.5 cm,0.8 cm
4968,Tibet,unknown,18th Century - 1904,Brass | Wood,"Prayer wheel.  Complete.  Brass wheel, plain wooden handle.",28 cm,unknown
4969,Tibet,unknown,unknown,Wool,"Wool tapestry. Central panel brown and tan with single motifs; compound striped borders of red, blue, tan, and two shades of brown. Long cord fringe at ends.",257 cm,8 cm
4970,Taiwan,unknown,unknown,Cotton,"Finely woven cottom cloth with design in red and a little blue imbricated technique. Seam down sides and middle of back, front left open. Worn by men.",83 cm,40 cm
4971,Ordos,unknown,3rd Century BCE - 1st Century CE,Bronze,Bronze.  Rectangular openwork with rope border.  Water-buffalo or bull. Traces of gilt and smooth dark green and reddish patina.  Two loops on reverse.,5.7 cm,unknown
4972,Anyang,unknown,Shang Dynasty,Bone | Malachite,Light brown to greenish brown; most carved on both faces.,unknown,unknown
4973,Anyang,unknown,Shang Dynasty,Marble (Stone),Fragment of white marble vase.,unknown,unknown
4974,Anyang,unknown,Shang Dynasty,Marble (Stone),"Fragment of corroded marble; formerly white, now grey.",unknown,unknown
4975,Tibet,unknown,19th Century,Copper Alloy | Brass,"Phurpa, magic dagger. Thunderbolt. Very large one.",41.27 cm,unknown
4976,Anyang,unknown,Shang Dynasty,Copper Alloy | Bronze,Helmet with green patina.,unknown,unknown
4977,Anyang,unknown,Shang Dynasty,Bone | Malachite,Light brown to greenish brown; most carved on both faces.,unknown,unknown
4978,Anyang,unknown,Shang Dynasty,Bone,Light brown to greenish brown; most carved on both faces.,unknown,unknown
4979,Tibet,unknown,19th Century,Copper Alloy | Silver,"Copper and silver relic box. Triangular shape with rings on both sides. Geometric design surrounding the Sanskrit syllable ""Om"", a sacred sound used for meditation.Three triangles superimposed. No contents.",11.8 cm,3.8 cm
4980,Ordos,unknown,2nd - 1st Century BCE,Bronze,Bronze. Rectangular openwork.  Two onagers facing each other grazing.  Border and hoofs indented for inlay.  Border slightly damaged.,9.7 cm,unknown
4981,Inner Mongolia (uncertain) | Ordos,unknown,100 BCE - 100 CE,Bronze,Horse bit.  Bronze.  Two bars connected by interlocking loops.  Large rein-loops decorated with design in relief almost entirely obscured with rough green patina and red earth incrustations.,23.2 cm,5.3 cm
4982,Anyang,unknown,Shang Dynasty,Clay,"Ring base, globular body, very short neck, outturned rim with two deep encircling grooves on upper surface; two slight lugs at maximum diameter. Black ware. Carved decoration to imitate bronze; two Taotie masks and two cicadas alternating with four whorls; faint X's and triangular piercings on intervening spaces. On most of lower body, a wide band of diamond pattern.",unknown,unknown
4983,Tibet,unknown,unknown,Paper,"Page of woodblock-printed Tibetan text, with Chinese page numbering (母字下十六). It is stamped with the description: “Print from original TIBETAN PRAYER BOARD. These Tibetan Prayer Boards are from the Monasteries of LHASA, Tibet, the ‘Forbidden City’ of the Tibetans,” and with a Chinese date of November 1922. A museum “received” stamp has the date 1924. Two impression of Chinese-style seals both read “Ba Ruande 巴軟德”. This was the Chinese name of the dealer Edward Barrett, who was collecting materials of this kind for sale to US collections in the 1920s.",17.8 cm,61 cm
4984,Mongolia | Ordos,unknown,1000 BCE - 1500 CE,Bronze,"Bronze. Pinhead (?). Standing man. Top of head flat and slanting. Bare to the waist, short skirt to knees. Hands on hips.",unknown,unknown
4985,Tibet,unknown,19th Century,Cloth | Copper,"Belt of red cloth backed with green, from which hang two copper charm boxes.  The contents of the boxes include small esoteric clay images and small clay pebbles said to be the remains of holy men. One box is square with raised quatrefoil decoration on lid; two cylindrical handles on opposite sides.  The other box is oval, also with two cylindrical handles on opposite sides.",unknown,12 cm
4986,China,unknown,Before 1892,Silk | Leather (uncertain),For a man.,23.5 cm,6.5 cm
4987,China,unknown,Before 1892,Silk | Leather (uncertain),For a man.,23.5 cm,6.5 cm
4988,China,unknown,1st Century BCE - Eastern Han,Clay | Lead Glaze,Small round jar. Irridescent green glaze.,unknown,17 cm
4989,Wyoming | Wind River Reservation,unknown,unknown,Plum Stone | China,Pouch (.1) and 6 dice (.2).,unknown,unknown
4990,China,unknown,unknown,Fiber | Velvet,"For a boy. Basketry uppers, velvet applique.",17.8 cm,5.8 cm
4991,China,unknown,unknown,Fiber | Velvet,"For a boy. Basketry uppers, velvet applique.",17.8 cm,5.8 cm
4992,China,unknown,19th Century,Grass | Fiber | Leather,"One slipper of a pair.  Of grass and fiber finely woven, leather sole.",26.6 cm,9 cm
4993,China,unknown,19th Century,Grass | Fiber | Leather,"One slipper of a pair.  Of grass and fiber finely woven, leather sole.",26.6 cm,9 cm
4994,China | Jiujiang | Japan,unknown,unknown,Porcelain | Gilt,Desk bottle in white porcelain decorated in blue and gilt arabesques. Signed. Japanese copy.,10 cm,7 cm
4995,China,unknown,1800-1892,Leather | Fiber,"For a man. Leather soles, basketry tops.",24.7 cm,7.8 cm
4996,China,unknown,Before 1892,Leather | Fiber,"For a man. Leather soles, basketry tops.",24.7 cm,7.8 cm
4997,China,unknown,Kangxi,Ceramic,Porcellaneous stoneware.  Removable figure of Laozi (A) on Water Buffalo (B).  Wooden Base (C),unknown,10 cm
4998,China,unknown,Ming Dynasty - 1927,Coral,Red coral female figure.,unknown,unknown
4999,China,unknown,Song Dynasty,Clay,"Unglazed standing Daoist figure with beard, possible 土地公 the Earth king.",unknown,6.99 cm
5000,China,unknown,Han Dynasty,Clay,Mortuary barnyard.  See C185 B and C for pair of duck figurines.,35 cm,41 cm
5001,China,unknown,unknown,Bronze,Obv. Dragon and Phoenix. Rev. The Eight Trigrams (bagua).,unknown,unknown
5002,China,unknown,unknown,Clay,Mortuary figurine of a standing man.  Made of slate gray clay.  Two-part mold.,unknown,9 cm
5003,China,unknown,19th Century - 1897,Pith Paper,Book of pith paper pictures of girls. Two pages sealed between glass.,25 cm,20.2 cm
5004,China,unknown,19th Century - 1897,Pith Paper,Book of pith paper pictures of girls. Two pages sealed between glass.,25 cm,20.2 cm
5005,China,unknown,19th Century,Bronze,Bronze charm in the shape of a knife.,unknown,unknown
5006,China,unknown,1800 - 1950 CE,Wood | Fabric,Rectangular box used to hold game pieces. Lined with blue fabric.,unknown,unknown
5007,China,unknown,19th Century,Paper,"Ink-squeeze rubbing from the Nestorian Christian stele of 781 CE in Xi'an, China, one of four in the collection (see 19121A-D).",unknown,unknown
5008,China,unknown,19th Century,Paper,"Ink-squeeze rubbing from the Nestorian Christian stele of 781 CE in Xi'an, China, one of four in the collection (see 19121A-D).",unknown,84.5 cm
5009,China,unknown,6th Century - 9th Century,Limestone,Head of bodhisattva.  Limestone head and neck.  Back is plaster as is base.,unknown,unknown
5010,China,unknown,unknown,Clay | Glaze,Pottery cream glaze decorated with brown.  Seated fu lion figurine.  Very small.  Makes a pair with C158.,unknown,7 cm
5011,China,unknown,19th Century,Silk,Fourth rank military tiger square for officer's wife. Pattern almost identical with 52-23-33.,unknown,31 cm
5012,China,unknown,1800 - 1950 CE,Wood | Ivory | Silk,Wood box with lid ivory panels. Inside lined with yellow silk.,unknown,unknown
5013,China | Canton,unknown,18th Century - 1891,Paper (uncertain),"Book.  Mostly four diagrams per page.  Accompanying 7730A/B, a carved ivory puzzle (tangram).",unknown,unknown
5014,China,unknown,Qing Dynasty - 1927,Ivory,Ivory stand for lapis lazuli table screen.  Intricately carved.,unknown,unknown
5015,China,unknown,Early 20th Century,Silk | Cotton | Wood,"Woman's for bound foot, rose upper and turquoise back and heel. Sole separated into two sections.",7 cm,9 cm
5016,China,unknown,Early 20th Century,Silk | Cotton | Wood,"Woman's for bound foot, rose upper and turquoise back and heel. Sole separated into two sections.",7 cm,9 cm
5017,China,unknown,19th Century,Porcelain,"One of three porcelain plates.  Probably made for flower pot containers.  Floral elements in greens, rose; border yellow.",unknown,unknown
5018,China,unknown,19th Century,Porcelain,"One of three porcelain plates.  Probably made for flower pot containers.  Floral elements in greens, rose; border yellow.",unknown,unknown
5019,China,unknown,Kangxi,Ceramic,"Tall, slender, with rather short neck and flaring rim. Marked ""Ming Dynasty, reign of Hung Wu"" (probably false).",unknown,unknown
5020,China,unknown,Song Dynasty,Clay,"Unglazed, standing Daoist figure. A heavy sash is wrapped around the body, over sleeves and hands.",unknown,6.51 cm
5021,China,unknown,16th Century,unknown,Ancestor portrait.  Two generations of officials and their wives (5th and 7th rank) in informal costume.,unknown,unknown
5022,China,unknown,Song Dynasty,Clay,"Unglazed, standing female figure dressed in tunic and trousers. More crudely made than other in the set.",unknown,6.99 cm
5023,China,unknown,Emperor Sizong,Bronze,"Obv. 崇禎通寶 Chong Zhen Tong Bao. Rev. 重 Chong above. Mint: Chongqing, Sichuan.",unknown,unknown
5024,China | Canton,unknown,ca. 1893,Paper,"Diagram of a game board on paper, labeled: Luk tsut k’i 六卒棋 or“six man checkers”.",unknown,13.97 cm
5025,China,unknown,Song Dynasty,Ceramic | Clay,Qingbai ware bowl. Very thinly potted. Blue green glaze. Delicate incised floral design on interior. Base unglazed.,unknown,13.81 cm
5026,China,unknown,650 - 400 BCE,Bronze,"Hollow handled, square shoulder spade money. Obv: 吳 Wu. Rev. Plain.",unknown,unknown
5027,China,unknown,Qing Dynasty,Jade,"Ruyi (如意) jade scepter.  Gray and white jade, sacred fungus form of head, on rough branch, covered with small fungus.",36.83 cm,unknown
5028,China,unknown,Qing Dynasty - 1927,Ivory,Intricately carved ivory stand for lapis lazuli table screen (C685A).,unknown,unknown
5029,China,unknown,Emperor Dezong,Bronze,Obv. 光緒通寶 Guang Xu Tong Bao. Rev.?寶.  Triple-coin charm of Guangxu Emperor.,unknown,unknown
5030,China,unknown,Song Dynasty,Clay,"Unglazed, standing Daoist figure wearing a conical headdress and long robe with sash. Hands clasped in front.",unknown,6.83 cm
5031,China,unknown,18th Century,Porcelain,Dish with magic square in center with Arabic inscriptions and flower scrolls in concentric circles on the outside.,unknown,unknown
5032,China,unknown,19th Century,Paper,"Ink-squeeze rubbing from the Nestorian Christian stele of 781 CE in Xi'an, China, one of four in the collection (see 19121A-D). 19121B has names of monks in vertical columns of Syriac and Chinese text.",unknown,23 cm
5033,China,unknown,Qing Dynasty,Cotton | Wood | Leather,Belt for costume for the Peking Opera. Red leather with twenty green and gold plaques.  Also green and gold buckle.,46 cm,55 cm
5034,China,unknown,Song Dynasty,Clay,"Unglazed, standing Daoist figure. He wears a head mantle fastened with three bands, and holds a long staff.",unknown,5.87 cm
5035,China,unknown,Song Dynasty,Clay,"Unglazed, standing Daoist figure. Hair is pulled into a bun on top of head, ribbons dangle behind (one broken).",unknown,6.3 cm
5036,China,unknown,Song Dynasty,Clay,"Unglazed, standing Daoist figure wearing long robe with sash in front and buckle behind. He carries a short baton.",unknown,6.03 cm
5037,China,unknown,Kangxi,Porcelain,"One of a pair of ovoid vases (64-8-1/2).  Peacocks, rocks, foliage, polychrome on yellow background.  One broken one repaired.",unknown,unknown
5038,China,unknown,Emperor Renzong,Iron,Obv. 慶歷重寶 Qing Li Zhong Bao. Regular script (1041 - 1048 CE). Rev. Plain.,unknown,unknown
5039,China,unknown,400 - 220 BCE,Copper Alloy | Bronze,Obv. 齊杏化 Qi Fa Hua (Qi Legal Money). Rev. 三工.,18.4 cm,2.5 cm
5040,China,unknown,Emperor Lizong,unknown,Obv. 景定元寶 Jing Ding Yuan Bao. Rev. 三 San (3 = 1262 CE).,unknown,unknown
5041,China,unknown,222 - 280 CE,Bronze,Obv. 大泉五十 Da Quan Wu Shi (Large Coin Fifty). Rev. Plain.Unusual.,unknown,unknown
5042,Tibet,unknown,1800-1932,Brass | Wood | Ivory,Prayer wheel.  Brass cylinder containing prayers.  Wood and ivory handle.  Brass pendant.,26 cm,7 cm
5043,China,unknown,unknown,Ceramic,Mortuary figurine of a woman.  Hair in two knobs.  Slate grey with white slip. Inscription inside base. C223 and C224 are a pair.,unknown,9.5 cm
5044,China | Japan,unknown,unknown,Cotton | Silk | Metal,Very large. Entirely embroidered panel depicting dragon in turquoise with hills or waves at lower end. Backing of cotton floral in beige with some brown and blue.,200 cm,122 cm
5045,China,unknown,Song Dynasty,Clay,"Unglazed, standing Daoist figure wearing a long rove, hands clasped in front and hidden by sleeves. Double peaked headgear with badge.",unknown,6.51 cm
5046,China,unknown,20th Century - 1915,Ceramic,Mortuary figurine of a civilian.  Slate grey clay.  Body dipped in red clay.  C217 and C218 are a pair.,unknown,10 cm
5047,China,unknown,Song Dynasty,Clay,"Unglazed, standing Daoist figure, identical to 80-5-20. A heavy sash is wrapped around the body, over sleeves and hands.",unknown,6.19 cm
5048,China,unknown,unknown,Bronze,"Obv. 大泉五十 Da Quan Wu Shi (Large coin fifty). Rev. Tortoise, snake, seven-star big dipper, and sword.",unknown,unknown
5049,China,unknown,unknown,Bronze,"Obv. 五行大布 Wu Xing Da Bu (The Large oin of the Five Elements). Rev. Snake, sword, tortoise, big dipper.",unknown,unknown
5050,North China,unknown,575-600,Bronze,Lotus pedestal or base for a bronze figure of Amitabha.,unknown,unknown
5051,China,unknown,unknown,Bronze,"Obv. 大泉五十 Da Quan Wu Shi (Large coin fifty). Rev. Tortoise, snake, seven-star big dipper, and sword.",unknown,unknown
5052,China,unknown,Emperor Gaozong,unknown,Obv. 紹興元寶 Shao Xing Yuan Bao (clockwise). Regular script (1131 - 1162 CE). Rev. Crescent above.,unknown,unknown
5053,China,unknown,unknown,Bronze,"Obv. 大泉五十 Da Quan Wu Shi (Large coin fifty). Rev. Tortoise, snake, seven-star big dipper, and sword.",unknown,unknown
5054,China,unknown,Emperor Zhezong,Iron,Obv. 元祐通寶 Yuan You Tong Bao (clockwise). Seal script (1086 - 1093 CE). Rev. Plain.,unknown,unknown
5055,China,unknown,Emperor Gaozong,unknown,Obv. 紹興元寶 Shao Xing Yuan Bao (clockwise). Regular script (1131 - 1162 CE). Rev. Plain.,unknown,unknown
5056,China,unknown,1728,Bronze,"Obv. 龍飛鳳舞 Long Fei Feng Wu (The Dragon Flies, The Phoenix Dances). Rev. Dragon and Phoenix with flaming pearl.",unknown,unknown
5057,China,unknown,Emperor Xiaozong,Bronze,Obv. 乾道元寶 Qian Dao Yuan Bao (clockwise). Regular script (1165 - 1173 CE). Rev. Plain.,unknown,unknown
5058,China,unknown,Tang Dynasty,Silver | Gold,"Lid for bowl (38-20-1A).  Cover has ring around flat top, slightly rounded sides, flat rim with short vertical overhang.",unknown,unknown
5059,China,unknown,unknown,Clay,Mortuary figurine of a woman with a bird on left hand.  Made of slate gray clay.  Fired at low heat.  Two part mold front and back.,unknown,6.5 cm
5060,China,unknown,unknown,Cotton,"A pair of woven, indigo-dyed wide-legged pants with 4"" waist band; no distinguishing marks.",78.5 cm,45.5 cm
5061,China,unknown,Emperor Dezong,Bronze,Obv. 光緒通寶 Guang Xu Tong Bao. Rev. Plain. Unusual to have a plain reverse. This may be a charm.,unknown,unknown
5062,China,unknown,Tang Dynasty (uncertain),Jade,Statuette of carved jade.  Reclining humped buffalo with playful calf.  Mottled dark green jade with pinkish area.  Underside of tail broken off.,unknown,unknown
5063,China,unknown,Emperor Ningzong,Iron (uncertain),Obv. 慶元通寶 Qing Yuan Tong Bao (clockwise). Rev. 二 Er ( 2 = 1196 CE ).,unknown,unknown
5064,China,unknown,Emperor Lizong,Bronze,Obv. 淳祐通寶 Chun You Tong Bao. Rev. 當百 Dang Bai (Equivalent to one hundred). 1241 - 1252 CE.,unknown,unknown
5065,China,unknown,Emperor Sizong,Bronze,"Obv. 崇禎通寶 Chong Zhen Tong Bao. Rev. Running horse below. Known as a 跑馬 Pao Ma, Running Horse Coin.",unknown,unknown
5066,China,unknown,Emperor Sizong,Bronze,"Obv. 崇禎通寶 Chong Zhen Tong Bao. Rev. 一錢 Yi Qian (1 qian) right, 錢 qian is abbreviated like 力.",unknown,unknown
5067,China,unknown,Emperor Sizong,Bronze,"Obv. 崇禎通寶 Chong Zhen Tong Bao. Rev. Running horse above. Known as a 跑馬 Pao Ma, Running Horse Coin.",unknown,unknown
5068,China,unknown,Emperor Sizong,Bronze,"Obv. 崇禎通寶 Chong Zhen Tong Bao. Rev. Running horse below. Known as a 跑馬 Pao Ma, Running Horse Coin.",unknown,unknown
5069,China,unknown,Emperor Sizong,Bronze,"Obv. 崇禎通寶 Chong Zhen Tong Bao. Rev. Running horse below. Known as a 跑馬 Pao Ma, Running Horse Coin.",unknown,unknown
5070,China,unknown,Emperor Sizong,Bronze,"Obv. 崇禎通寶 Chong Zhen Tong Bao. Rev. Running horse below. Known as a 跑馬 Pao Ma, Running Horse Coin.",unknown,unknown
5071,China,unknown,Emperor Shenzong,Iron,Obv. 元豐通寶 Yuan Feng Tong Bao (clockwise). Running script (1078 - 1085 CE). Rev. Inverted crescent above.,unknown,unknown
5072,China,unknown,unknown,Gourd | Bamboo,"Ko-tze attached to tails of carrier pigeons.Gourd, black and brown, decorated with ornamental band; 3 short bamboo tubes inserted.",unknown,unknown
5073,China,unknown,19th Century,Paper | Metal | Glass,Theatrical headdress resembles a tiara with earflaps. Two dragons with heads attached by springs on each side.  Inlaid with nine mirrors on each side.,10 cm,22 cm
5074,China,unknown,unknown,Satin,"Orange-red satin. Couched-on embroidery in shades of blue, rose, green and white, and in gold bullion. Vases of flowers, lions, clouds, and flowers. Peach colored cotton backing.",150 cm,54 cm
5075,China,unknown,19th Century,Silk,Pair of seventh rank Mandarin duck squares for wife of official. Apparently a 19th century provincial copy of an 18th century style.,unknown,30.5 cm
5076,China,unknown,19th Century,Silk,Pair of seventh rank Mandarin duck squares for wife of official. Apparently a 19th century provincial copy of an 18th century style.,unknown,31.7 cm
5077,China | Xinjiang,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Ushi left (Manchu script), Ushi right (Uyghur). Mint: Ushi, Xinjiang. 1771 - 1798 CE.",0 cm,unknown
5078,China,unknown,Emperor Dezong,Bronze,"Obv. 光緒通寶 Guang Xu Tong Bao. Rev. Boo gu left and right. Mint: Dagu, Zhili. 1896 - 1899 CE.",unknown,unknown
