id,tombstone,title,creation_date,collection,provenance,url,image_web
1667,"reminiscences of qinhuai river, 1642–1707. shitao (chinese, 1642–1707). album leaf, ink and color on song paper; image: 25.5 x 20.2 cm (10 1/16 x 7 15/16 in.); overall: 33 x 24.3 cm (13 x 9 9/16 in.). the cleveland museum of art, john l. severance fund 1966.31.7",reminiscences of qinhuai river,1642–1707,asian - album leaf,"qin tongli 秦通理 [early 20th century]; c. c. wang 王季遷 [1907–2003], new york, ny, sold to the cleveland museum of art (?-1966); the cleveland museum of art, cleveland, oh (1966-)",https://clevelandart.org/art/1966.31.7,https://openaccess-cdn.clevelandart.org/1966.31.7/1966.31.7_web.jpg
1668,"reminiscences of qinhuai river, 1642–1707. shitao (chinese, 1642–1707). album leaf; ink and color on song paper; image: 25.5 x 20.2 cm (10 1/16 x 7 15/16 in.); overall: 33 x 24.3 cm (13 x 9 9/16 in.). the cleveland museum of art, john l. severance fund 1966.31.8",reminiscences of qinhuai river,1642–1707,asian - album leaf,"qin tongli 秦通理 [early 20th century]; c. c. wang 王季遷 [1907–2003], new york, ny, sold to the cleveland museum of art (?–1966); the cleveland museum of art, cleveland, oh (1966–)",https://clevelandart.org/art/1966.31.8,https://openaccess-cdn.clevelandart.org/1966.31.8/1966.31.8_web.jpg
1669,"standing guanyin, 700s?. china, tang dynasty (618-907). limestone; overall: 170.8 cm (67 1/4 in.). the cleveland museum of art, leonard c. hanna jr. fund 1966.364",standing guanyin,700s?,china - tang dynasty,william randolph hearst; h. kevorkian,https://clevelandart.org/art/1966.364,https://openaccess-cdn.clevelandart.org/1966.364/1966.364_web.jpg
1670,"the mountain of five cataracts, c. 1630. chen hongshou (chinese, 1598/99–1652). hanging scroll; ink on silk; painting: 118 x 53 cm (46 7/16 x 20 7/8 in.); overall: 232.4 x 69.7 cm (91 1/2 x 27 7/16 in.). the cleveland museum of art, john l. severance fund 1966.366",the mountain of five cataracts,c. 1630,asian - hanging scroll,"gao shiqi 高士奇 [1644–1703]; guan mianjun 關冕鈞 [1870–1933]; (walter hochstadter [1914–2007], new york, ny, sold to the cleveland museum of art) (?-1966); the cleveland museum of art, cleveland, oh (1966-)",https://clevelandart.org/art/1966.366,https://openaccess-cdn.clevelandart.org/1966.366/1966.366_web.jpg
1671,"spring landscape, 1666. kuncan (chinese, 1612-c. 1673). double album leaf mounted as a handscroll, ink and color on paper; overall: 31.8 x 64.5 cm (12 1/2 x 25 3/8 in.). the cleveland museum of art, purchase from the j. h. wade fund 1966.367",spring landscape,1666,asian - album leaf,"gao yong 高邕 [1850–1921]; xu xiaopu 徐小圃 [1887–1961]; walter hochstadter [1914–2007], new york, ny,; (n. v. hammer, inc., new york, ny, sold to the cleveland museum of art) (?-1966); the cleveland museum of art, cleveland, oh (1966-)",https://clevelandart.org/art/1966.367,https://openaccess-cdn.clevelandart.org/1966.367/1966.367_web.jpg
1672,"pine-shaded monastery on a cloudy mountain, late 1700s. gu chao (chinese, active late 1700s). handscroll, ink and slight color on paper; overall: 45.1 x 82.9 cm (17 3/4 x 32 5/8 in.). the cleveland museum of art, sundry purchase fund 1966.375",pine-shaded monastery on a cloudy mountain,late 1700s,asian - handscroll,"the cleveland museum of art. cleveland, oh, 1966-present (1966-)",https://clevelandart.org/art/1966.375,https://openaccess-cdn.clevelandart.org/1966.375/1966.375_web.jpg
1673,"cabbage and beetle, mid-1700s. china, qing dynasty (1644–1911), qianlong reign (1736–95) or earlier. carved wood; overall: 13.9 cm (5 1/2 in.). the cleveland museum of art, sundry purchase fund 1966.376",cabbage and beetle,mid-1700s,china - qing dynasty,"(nagatani inc., chicago, il, sold to the cleveland museum of art) (?–1966); the cleveland museum of art, cleveland, oh (1966–)",https://clevelandart.org/art/1966.376,https://openaccess-cdn.clevelandart.org/1966.376/1966.376_web.jpg
1674,"prismatic bead with ogre mask, 1100–900 bce. china, western zhou dynasty (c. 1046–771 bce). jade; overall: 2 x 1.7 cm (13/16 x 11/16 in.). the cleveland museum of art, gift of dr. and mrs. sherman e. lee 1966.739",prismatic bead with ogre mask,1100–900 bce,china - zhou dynasty,"dr. sherman e. lee [1918–2008] and mrs. ruth ward lee [1917–2011], cleveland, oh, given to the cleveland museum of art (?–1966); the cleveland museum of art, cleveland, oh (1966–)",https://clevelandart.org/art/1966.739,https://openaccess-cdn.clevelandart.org/1966.739/1966.739_web.jpg
1675,"bamboo and ducks by a rushing stream, 1127–1279. ma yuan (chinese, c. 1150–after 1255). hanging scroll, ink and light color on silk; overall: 61 x 37 cm (24 x 14 9/16 in.). the cleveland museum of art, purchase from the j. h. wade fund 1967.145",bamboo and ducks by a rushing stream,1127–1279,asian - hanging scroll,"(jean-pierre dubosc [1903–1988], paris, france, sold to the cleveland museum of art) (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.145,https://openaccess-cdn.clevelandart.org/1967.145/1967.145_web.jpg
1676,"camel, 700s. china, tang dynasty (618-907). glazed earthenware; overall: 79.4 cm (31 1/4 in.). the cleveland museum of art, john l. severance fund 1967.147",camel,700s,china - tang dynasty,[],https://clevelandart.org/art/1967.147,https://openaccess-cdn.clevelandart.org/1967.147/1967.147_web.jpg
1677,"herbaceous peony, 1685. yun shouping (chinese, 1633–1690). hanging scroll; ink and color on silk; painting: 118.7 x 71.8 cm (46 3/4 x 28 1/4 in.); overall with knobs: 226 x 84.4 cm (89 x 33 1/4 in.). the cleveland museum of art, gift of the american foundation for the maud e. and warren h. corning botanical collection 1967.192",herbaceous peony,1685,asian - hanging scroll,"c. c. wang 王季遷 [1907–2003], new york, ny, sold to the cleveland museum of art (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.192,https://openaccess-cdn.clevelandart.org/1967.192/1967.192_web.jpg
1678,"desk album: flower and bird paintings, 1700s. zhang ruoai (chinese, 1713–1746). album of ten leaves, ink and color on paper; overall: 14.4 x 20.3 cm (5 11/16 x 8 in.). the cleveland museum of art, anonymous gift 1967.193",desk album: flower and bird paintings,1700s,asian - album leaf,"private collection, given to the cleveland museum of art (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.193,https://openaccess-cdn.clevelandart.org/1967.193/1967.193_web.jpg
1679,"desk album: flower and bird paintings (bats, rocks, flowers oval calligraphy)
, 1700s. zhang ruoai (chinese, 1713–1746). album leaf, ink and color on paper; image: 14.4 x 20.3 cm (5 11/16 x 8 in.); album, closed: 15 x 10.8 x 3 cm (5 7/8 x 4 1/4 x 1 3/16 in.). the cleveland museum of art, anonymous gift 1967.193.a","desk album: flower and bird paintings (bats, rocks, flowers oval calligraphy)",1700s,asian - album leaf,"private collection, given to the cleveland museum of art (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.193.a,https://openaccess-cdn.clevelandart.org/1967.193.a/1967.193.a_web.jpg
1680,"desk album: flower and bird paintings (bats, rocks, flowers circular calligraphy), 1700s. zhang ruoai (chinese, 1713–1746). album leaf, ink and color on paper; image: 14.4 x 20.3 cm (5 11/16 x 8 in.); album, closed: 15 x 10.8 x 3 cm (5 7/8 x 4 1/4 x 1 3/16 in.). the cleveland museum of art, anonymous gift 1967.193.b","desk album: flower and bird paintings (bats, rocks, flowers circular calligraphy)",1700s,asian - album leaf,"private collection, given to the cleveland museum of art (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.193.b,https://openaccess-cdn.clevelandart.org/1967.193.b/1967.193.b_web.jpg
1681,"desk album: flower and bird paintings (mallow flowers), 1700s. zhang ruoai (chinese, 1713–1746). album leaf, ink and color on paper; image: 14.4 x 20.3 cm (5 11/16 x 8 in.); album, closed: 15 x 10.8 x 3 cm (5 7/8 x 4 1/4 x 1 3/16 in.). the cleveland museum of art, anonymous gift 1967.193.c",desk album: flower and bird paintings (mallow flowers),1700s,asian - album leaf,"private collection, given to the cleveland museum of art (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.193.c,https://openaccess-cdn.clevelandart.org/1967.193.c/1967.193.c_web.jpg
1682,"desk album: flower and bird paintings (pinks), 1700s. zhang ruoai (chinese, 1713–1746). album leaf, ink and color on paper; image: 14.4 x 20.3 cm (5 11/16 x 8 in.); album, closed: 15 x 10.8 x 3 cm (5 7/8 x 4 1/4 x 1 3/16 in.). the cleveland museum of art, anonymous gift 1967.193.d",desk album: flower and bird paintings (pinks),1700s,asian - album leaf,"private collection, given to the cleveland museum of art (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.193.d,https://openaccess-cdn.clevelandart.org/1967.193.d/1967.193.d_web.jpg
1683,"desk album: flower and bird paintings (peony), 1700s. zhang ruoai (chinese, 1713–1746). album leaf, ink and color on paper; image: 14.4 x 20.3 cm (5 11/16 x 8 in.); album, closed: 15 x 10.8 x 3 cm (5 7/8 x 4 1/4 x 1 3/16 in.). the cleveland museum of art, anonymous gift 1967.193.e",desk album: flower and bird paintings (peony),1700s,asian - album leaf,"private collection, given to the cleveland museum of art (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.193.e,https://openaccess-cdn.clevelandart.org/1967.193.e/1967.193.e_web.jpg
1684,"desk album: flower and bird paintings (rose), 1700s. zhang ruoai (chinese, 1713–1746). album leaf, ink and color on paper; image: 14.4 x 20.3 cm (5 11/16 x 8 in.); album, closed: 15 x 10.8 x 3 cm (5 7/8 x 4 1/4 x 1 3/16 in.). the cleveland museum of art, anonymous gift 1967.193.f",desk album: flower and bird paintings (rose),1700s,asian - album leaf,"private collection, given to the cleveland museum of art (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.193.f,https://openaccess-cdn.clevelandart.org/1967.193.f/1967.193.f_web.jpg
1685,"desk album: flower and bird paintings (climbing blue flowers), 1700s. zhang ruoai (chinese, 1713–1746). album leaf, ink and color on paper; image: 14.4 x 20.3 cm (5 11/16 x 8 in.); album, closed: 15 x 10.8 x 3 cm (5 7/8 x 4 1/4 x 1 3/16 in.). the cleveland museum of art, anonymous gift 1967.193.g",desk album: flower and bird paintings (climbing blue flowers),1700s,asian - album leaf,"private collection, given to the cleveland museum of art (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.193.g,https://openaccess-cdn.clevelandart.org/1967.193.g/1967.193.g_web.jpg
1686,"desk album: flower and bird paintings (preening bird), 1700s. zhang ruoai (chinese, 1713–1746). album leaf, ink and color on paper; image: 14.4 x 20.3 cm (5 11/16 x 8 in.); album, closed: 15 x 10.8 x 3 cm (5 7/8 x 4 1/4 x 1 3/16 in.). the cleveland museum of art, anonymous gift 1967.193.h",desk album: flower and bird paintings (preening bird),1700s,asian - album leaf,"private collection, given to the cleveland museum of art (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.193.h,https://openaccess-cdn.clevelandart.org/1967.193.h/1967.193.h_web.jpg
1687,"desk album: flower and bird paintings (gossiping sparrows), 1700s. zhang ruoai (chinese, 1713–1746). album leaf, ink and color on paper; image: 14.4 x 20.3 cm (5 11/16 x 8 in.); album, closed: 15 x 10.8 x 3 cm (5 7/8 x 4 1/4 x 1 3/16 in.). the cleveland museum of art, anonymous gift 1967.193.i",desk album: flower and bird paintings (gossiping sparrows),1700s,asian - album leaf,"private collection, given to the cleveland museum of art (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.193.i,https://openaccess-cdn.clevelandart.org/1967.193.i/1967.193.i_web.jpg
1688,"desk album: flower and bird paintings (bird with plum blossoms), 1700s. zhang ruoai (chinese, 1713–1746). album leaf, ink and color on paper; image: 14.4 x 20.3 cm (5 11/16 x 8 in.); album, closed: 15 x 10.8 x 3 cm (5 7/8 x 4 1/4 x 1 3/16 in.). the cleveland museum of art, anonymous gift 1967.193.j",desk album: flower and bird paintings (bird with plum blossoms),1700s,asian - album leaf,"private collection, given to the cleveland museum of art (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.193.j,https://openaccess-cdn.clevelandart.org/1967.193.j/1967.193.j_web.jpg
1689,"brush with carved design, 1573–1619. china, ming dynasty (1368-1644), wanli mark and reign (1573-1619). carved bamboo; overall: 24.2 cm (9 1/2 in.); handle: 21 cm (8 1/4 in.); top: 16.8 cm (6 5/8 in.). the cleveland museum of art, anonymous gift 1967.194",brush with carved design,1573–1619,china - ming dynasty,"n. v. hammer, new york, ny, given to the cleveland museum of art (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.194,https://openaccess-cdn.clevelandart.org/1967.194/1967.194_web.jpg
1690,"brush with carved designs, 1573–1619. china, ming dynasty (1368-1644), wanli mark and reign (1573-1619). carved bamboo; overall: 24.2 cm (9 1/2 in.); handle: 21 cm (8 1/4 in.); top: 16.8 cm (6 5/8 in.). the cleveland museum of art, anonymous gift 1967.194.a",brush with carved designs,1573–1619,china - ming dynasty,"n. v. hammer, new york, ny, given to the cleveland museum of art (?–1967); the cleveland museum of art, cleveland, oh (1967-)",https://clevelandart.org/art/1967.194.a,https://openaccess-cdn.clevelandart.org/1967.194.a/1967.194.a_web.jpg
1691,"brush with carved designs (brush cap), 1573–1619. china, ming dynasty (1368-1644), wanli mark and reign (1573-1619). carved bamboo; overall: 24.2 cm (9 1/2 in.); handle: 21 cm (8 1/4 in.); top: 16.8 cm (6 5/8 in.). the cleveland museum of art, anonymous gift 1967.194.b",brush with carved designs (brush cap),1573–1619,china - ming dynasty,"n. v. hammer, new york, ny, given to the cleveland museum of art. (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.194.b,https://openaccess-cdn.clevelandart.org/1967.194.b/1967.194.b_web.jpg
1692,"the second coming of the fifth patriarch, c. mid-1300s. yintuoluo (chinese, c. 1285-c. 1355). section of a handscroll mounted as a hanging scroll, ink on paper; image: 32.7 x 44.6 cm (12 7/8 x 17 9/16 in.); overall: 245 x 62 cm (96 7/16 x 24 7/16 in.). the cleveland museum of art, purchase from the j. h. wade fund 1967.211",the second coming of the fifth patriarch,c. mid-1300s,asian - hanging scroll,"masuda takashi 益田孝 [1848–1938], tokyo, japan, by bequest to his son masuda taro (?–1938); masuda taro 益田太郎 [1875–1953], tokyo, japan; (setsu gatodo co., ltd., tokyo, japan, sold to the cleveland museum of art) (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.211,https://openaccess-cdn.clevelandart.org/1967.211/1967.211_web.jpg
1693,"sleeping bird on a prunus branch, 1400s. bian wenjin (chinese, about 1354–1428). album leaf, ink on silk; overall: 24.3 x 21 cm (9 9/16 x 8 1/4 in.). the cleveland museum of art, gift of dr. and mrs. sherman e. lee 1967.249",sleeping bird on a prunus branch,1400s,asian - album leaf,"dr. sherman e. lee [1918–2008] and mrs. ruth ward lee [1918-2011], cleveland, oh, given to the cleveland museum of art (?-1967); the cleveland museum of art, cleveland, oh, 1967-present (1967-)",https://clevelandart.org/art/1967.249,https://openaccess-cdn.clevelandart.org/1967.249/1967.249_web.jpg
1694,"ink flowers, 1361. zhao zhong (chinese, second half of the 1300s). handscroll; ink on paper; overall: 31.8 x 153.2 cm (12 1/2 x 60 5/16 in.). the cleveland museum of art, john l. severance fund 1967.36",ink flowers,1361,asian - handscroll,"li guochao 李國超 [20th century]; cheng qi 程琦  [1911–1988], to his son, stephen o. k. chen; (stephen o. k. chen [20th century], new york, ny, sold to the cleveland museum of art) (?–1967); the cleveland museum of art, cleveland, oh (1967–)",https://clevelandart.org/art/1967.36,https://openaccess-cdn.clevelandart.org/1967.36/1967.36_web.jpg
1695,"bowl with lily scrolls, 1465–87. china, jiangxi province, jingdezhen, ming dynasty (1368-1644), chenghua mark and period (1465-1487). porcelain with underglaze blue decoration; diameter: 14.5 cm (5 11/16 in.); overall: 6.9 cm (2 11/16 in.). the cleveland museum of art, gift of john d. rockefeller iii, and purchase, john l. severance fund 1967.64",bowl with lily scrolls,1465–87,china - ming dynasty,"(john sparks, london, sold to the cleveland museum of art) (?-1967); the cleveland museum of art, cleveland, oh (1967-)",https://clevelandart.org/art/1967.64,https://openaccess-cdn.clevelandart.org/1967.64/1967.64_web.jpg
1696,"mt. taibo in the style of wang meng, 1442. du qiong (chinese, 1396–1474). handscroll, ink and light color on paper; painting: 29.8 x 527.1 cm (11 3/4 x 207 1/2 in.); overall: 30.6 x 976.7 cm (12 1/16 x 384 1/2 in.). the cleveland museum of art, john l. severance fund 1968.195",mt. taibo in the style of wang meng,1442,asian - handscroll,"(mrs. angela tseng, new hampshire, sold to the cleveland museum of art) (?–1968); the cleveland museum of art, cleveland, oh (1968–)",https://clevelandart.org/art/1968.195,https://openaccess-cdn.clevelandart.org/1968.195/1968.195_web.jpg
1697,"clouds and waves at the wu gorge, c. 1547–67. xie shichen (chinese, 1487–after 1567). hanging scroll; ink and light color on paper; painting: 243.1 x 90 cm (95 11/16 x 35 7/16 in.); overall with knobs: 295.6 x 115 cm (116 3/8 x 45 1/4 in.). the cleveland museum of art, leonard c. hanna jr. fund 1968.213",clouds and waves at the wu gorge,c. 1547–67,asian - hanging scroll,"tanaka buhei 田中武兵衛 [early 1900s], tokyo, japan; (cheng qi 程琦 [1911–1988], tokyo, japan, sold to the cleveland museum of art) (?–1968); the cleveland museum of art, cleveland, oh (1968–)",https://clevelandart.org/art/1968.213,https://openaccess-cdn.clevelandart.org/1968.213/1968.213_web.jpg
1698,"the crossing of the yangzi river, c. 1700–1720. shang rui (chinese, 1634?-). hanging scroll, ink and slight color on paper; mounted: 177.8 x 55.3 cm (70 x 21 3/4 in.); painted surface: 96.2 x 39.7 cm (37 7/8 x 15 5/8 in.). the cleveland museum of art, gift of wen fong in honor of philip hoffer 1968.365",the crossing of the yangzi river,c. 1700–1720,asian - hanging scroll,"wen fong 方聞 [1930–2018], princeton, nj, given to the cleveland museum of art (?–1968); the cleveland museum of art, cleveland, oh (1968–)",https://clevelandart.org/art/1968.365,https://openaccess-cdn.clevelandart.org/1968.365/1968.365_web.jpg
1699,"pedestal, mid-700s. china, tang dynasty (618-907). ivory; overall: 7.8 cm (3 1/16 in.); diameter of base: 9 cm (3 9/16 in.). the cleveland museum of art, gift of mr. and mrs. frederick m. mayer 1968.70",pedestal,mid-700s,china - tang dynasty,"(christie's, london, england); frederick m. mayer [1899–1974], new york, ny, given to the cleveland museum of art (?–1968); the cleveland museum of art, cleveland, oh (1968–)",https://clevelandart.org/art/1968.70,https://openaccess-cdn.clevelandart.org/1968.70/1968.70_web.jpg
1700,"mount hua, 1506. tang yin (chinese, 1470–1523). hanging scroll, ink and light color on paper; painting: 116.4 x 41.4 cm (45 13/16 x 16 5/16 in.); overall with knobs: 213.5 x 66.7 cm (84 1/16 x 26 1/4 in.). the cleveland museum of art, john l. severance fund 1969.116",mount hua,1506,asian - hanging scroll,"pang yuanji 龐元濟 [1864–1949] (by 1909-?); heizo hayashi; cheng qi 程琦 [1911–1988], to his son, stephen o. k. chen; (stephen o. k. chen [20th century], new york, ny, sold to the cleveland museum of art) (?–1969); the cleveland museum of art, cleveland, oh (1969–)",https://clevelandart.org/art/1969.116,https://openaccess-cdn.clevelandart.org/1969.116/1969.116_web.jpg
1701,"landscape in the style of dong yuan and juran, c. 1650. gong xian (chinese, 1599–1689). hanging scroll, ink with white pigment on silk; image: 216.6 x 57.3 cm (85 1/4 x 22 9/16 in.); overall: 285.8 x 75.5 cm (112 1/2 x 29 3/4 in.); with knobs: 258.8 x 90.1 cm (101 7/8 x 35 1/2 in.). the cleveland museum of art, andrew r. and martha holden jennings fund 1969.123",landscape in the style of dong yuan and juran,c. 1650,asian - hanging scroll,"wu jinming 吳晉明 [17th century], xin’an (c. 1650–at least c. 1670); cheng qi 程琦 [1911–1988], to his son, stephen o. k. chen; (stephen o. k. chen [20th century], new york, ny, sold to the cleveland museum of art) (?–1969); the cleveland museum of art, cleveland, oh (1969–)",https://clevelandart.org/art/1969.123,https://openaccess-cdn.clevelandart.org/1969.123/1969.123_web.jpg
1702,"fragments of a lacquer tray, 9 ce. china, excavated at lolang, xin dynasty (9–23 ce). lacquer; part 1: 3.6 x 18.1 cm (1 7/16 x 7 1/8 in.); part 2: 3.8 x 14.3 cm (1 1/2 x 5 5/8 in.); part 3: 5.5 x 10.7 cm (2 3/16 x 4 3/16 in.); part 4: 1.6 x 5.1 cm (5/8 x 2 in.). the cleveland museum of art, edward l. whittemore fund 1969.129",fragments of a lacquer tray,9 ce,china - han dynasty,"(elm and company, osaka, japan, sold to the cleveland museum of art) (?–1969); the cleveland museum of art, cleveland, oh (1969–)",https://clevelandart.org/art/1969.129,https://openaccess-cdn.clevelandart.org/1969.129/1969.129_web.jpg
1703,"fragment of a lacquer tray, 9 ce. china, excavated at lolang, xin dynasty (9–23 ce). lacquer; overall: 3.6 x 18.1 cm (1 7/16 x 7 1/8 in.). the cleveland museum of art, edward l. whittemore fund 1969.129.1",fragment of a lacquer tray,9 ce,china - han dynasty,"(elm and company, osaka, japan, sold to the cleveland museum of art) (?–1969); the cleveland museum of art, cleveland, oh (1969–)",https://clevelandart.org/art/1969.129.1,https://openaccess-cdn.clevelandart.org/1969.129.1/1969.129.1_web.jpg
1704,"fragment of a lacquer tray, 9–23 ce. china, excavated at lolang, xin dynasty (9–23 ce). lacquer; overall: 3.8 x 14.3 cm (1 1/2 x 5 5/8 in.). the cleveland museum of art, edward l. whittemore fund 1969.129.2",fragment of a lacquer tray,9–23 ce,china - han dynasty,"(elm and company, osaka, japan, sold to the cleveland museum of art) (?–1969); the cleveland museum of art, cleveland, oh (1969–)",https://clevelandart.org/art/1969.129.2,https://openaccess-cdn.clevelandart.org/1969.129.2/1969.129.2_web.jpg
1705,"fragment of a lacquer tray, 9–23 ce. china, excavated at lolang, xin dynasty (9–23 ce). lacquer; overall: 5.5 x 10.7 cm (2 3/16 x 4 3/16 in.). the cleveland museum of art, edward l. whittemore fund 1969.129.3",fragment of a lacquer tray,9–23 ce,china - han dynasty,"(elm and company, osaka, japan, sold to the cleveland museum of art) (?–1969); the cleveland museum of art, cleveland, oh (1969–)",https://clevelandart.org/art/1969.129.3,https://openaccess-cdn.clevelandart.org/1969.129.3/1969.129.3_web.jpg
1706,"fragment of a lacquer tray, 9–23 ce. china, excavated at lolang, xin dynasty (9–23 ce). lacquer; overall: 1.6 x 5.1 cm (5/8 x 2 in.). the cleveland museum of art, edward l. whittemore fund 1969.129.4",fragment of a lacquer tray,9–23 ce,china - han dynasty,"(elm and company, osaka, japan, sold to the cleveland museum of art) (?–1969); the cleveland museum of art, cleveland, oh (1969–)",https://clevelandart.org/art/1969.129.4,https://openaccess-cdn.clevelandart.org/1969.129.4/1969.129.4_web.jpg
1707,"bowl with carved floral decoration, 1100s. china, probably from the yaozhou kilns, shaanxi province, northern song dynasty (960-1127). glazed porcelain, northern celadon ware; diameter: 22.6 cm (8 7/8 in.); overall: 7.5 cm (2 15/16 in.). the cleveland museum of art, gift of mr. and mrs. severance a. millikin 1969.226",bowl with carved floral decoration,1100s,china - song dynasty,"(estate of manuel r. permut [1909-1969], shaker heights, oh, sold to the cleveland museum of art) (?-1969); the cleveland museum of art, cleveland, oh, 1969-present (1969-)",https://clevelandart.org/art/1969.226,https://openaccess-cdn.clevelandart.org/1969.226/1969.226_web.jpg
1708,"vase with floral scrolls, 1600s. china, ming dynasty (1368–1644). cloisonné enamel; overall: 25.7 cm (10 1/8 in.). the cleveland museum of art, the norweb collection 1969.285",vase with floral scrolls,1600s,china - ming dynasty,"mrs. r. henry [emery may holden] norweb [1895–1984], cleveland, oh, given to the cleveland museum of art (?–1969); the cleveland museum of art, cleveland, oh (1969–)",https://clevelandart.org/art/1969.285,https://openaccess-cdn.clevelandart.org/1969.285/1969.285_web.jpg
1709,"stem cup with buddhist emblems: shufu ware, 1300s. china, jiangxi province, yuan dynasty (1271-1368). porcelain with molded decoration and white glaze; case: 16.6 x 17.8 cm (6 9/16 x 7 in.); overall: 10.2 x 15.3 cm (4 x 6 in.). the cleveland museum of art, gift of mr. and mrs. john j. klejman 1969.303",stem cup with buddhist emblems: shufu ware,1300s,china - yuan dynasty,[],https://clevelandart.org/art/1969.303,https://openaccess-cdn.clevelandart.org/1969.303/1969.303_web.jpg
1710,"stem cup with buddhist emblems: shufu ware, 1300s. china, jiangxi province, yuan dynasty (1271-1368). porcelain with molded decoration and white glaze; overall: 10.2 x 15.3 cm (4 x 6 in.). the cleveland museum of art, gift of mr. and mrs. john j. klejman 1969.303.a",stem cup with buddhist emblems: shufu ware,1300s,china - yuan dynasty,[],https://clevelandart.org/art/1969.303.a,https://openaccess-cdn.clevelandart.org/1969.303.a/1969.303.a_web.jpg
1711,"stem cup with buddhist emblems (case), 1300s. china, yuan dynasty (1271-1368). wicker and wood with metal fittings; overall: 16.6 x 17.8 cm (6 9/16 x 7 in.). the cleveland museum of art, gift of mr. and mrs. john j. klejman 1969.303.b",stem cup with buddhist emblems (case),1300s,china - yuan dynasty,[],https://clevelandart.org/art/1969.303.b,https://openaccess-cdn.clevelandart.org/1969.303.b/1969.303.b_web.jpg
1712,"returning birds and old cypress, late 1100s–early 1200s. china, southern song dynasty (1127-1279). album leaf; ink on silk; image: 23.8 x 24.9 cm (9 3/8 x 9 13/16 in.); overall: 33.3 x 40.5 cm (13 1/8 x 15 15/16 in.). the cleveland museum of art, gift of dr. and mrs. sherman e. lee 1969.305",returning birds and old cypress,late 1100s–early 1200s,asian - album leaf,"dr. sherman e. lee [1918-2008] and mrs. ruth ward lee [1917–2011], cleveland, oh, given to the cleveland museum of art (?–1969); the cleveland museum of art, cleveland, oh (1969–)",https://clevelandart.org/art/1969.305,https://openaccess-cdn.clevelandart.org/1969.305/1969.305_web.jpg
1713,"portraits of the qianlong emperor and his twelve consorts, 1736–70s. giuseppe castiglione (italian, 1688–1766), and others (chinese). handscroll; ink and color on silk; overall: 53.8 x 1154.5 cm (21 3/16 x 454 1/2 in.); painting only: 53 x 688.3 cm (20 7/8 x 271 in.). the cleveland museum of art, john l. severance fund 1969.31",portraits of the qianlong emperor and his twelve consorts,1736–70s,asian - handscroll,"qing imperial collection (seals of emperor qianlong, r. 1736–1795) (1736–?); (h?tel drouot, paris, france. december 17–18, 1928 sale. lot 329) (december 17–18, 1928); (spink & son, ltd., london, sold to the cleveland museum of art) (by 1966–1969); the cleveland museum of art, cleveland, oh (1969–)",https://clevelandart.org/art/1969.31,https://openaccess-cdn.clevelandart.org/1969.31/1969.31_web.jpg
1714,"carved lacquer scroll box, 1736–95. china, qing dynasty (1644–1911), qianlong reign (1736–95). red carved lacquer on wood; overall: 14 x 14.7 x 59 cm (5 1/2 x 5 13/16 x 23 1/4 in.). the cleveland museum of art, john l. severance fund 1969.32",carved lacquer scroll box,1736–95,china - qing dynasty,"qing imperial collection (emperor qianlong, r. 1736–1795), beijing, china (after 1736); (h?tel drouot, paris, france. december 17–18, 1928 sale. lot 329) (december 17–18, 1928); (spink & son, london, sold to the cleveland museum of art) (?–1969); the cleveland museum of art, cleveland, oh (1969–)",https://clevelandart.org/art/1969.32,https://openaccess-cdn.clevelandart.org/1969.32/1969.32_web.jpg
